iso_a0,pais,adm_1_name,ano,mes,casos_dengue,incidencia_dengue,agua_basica,tmax_promedio,tmin_promedio,precipitacion,humedad_promedio,poblacion,densidad_poblacion
BRA,Brazil,PARANA,2014,6,902,8.369,97.4719,23.16,4.97,9.7,89.07,10777811,54.0743
BRA,Brazil,PARANA,2014,7,294,2.7278,97.4719,24.22,3.19,3.14,84.89,10777811,54.0743
BRA,Brazil,PARANA,2014,8,305,2.8299,97.4719,25.8,4.99,1.57,79.21,10777811,54.0743
BRA,Brazil,PARANA,2014,9,206,1.9113,97.4719,28.07,10.82,8.43,82.5,10777811,54.0743
BRA,Brazil,PARANA,2014,10,292,2.7093,97.4719,30.67,9.62,1.6,77.42,10777811,54.0743
BRA,Brazil,PARANA,2014,11,358,3.3216,97.4719,28.72,11.19,3.7,80.78,10777811,54.0743
BRA,Brazil,PARANA,2014,12,320,2.9691,97.4719,31.31,13.51,4.09,80.42,10777811,54.0743
BRA,Brazil,PARANA,2015,1,1491,13.7279,97.7078,29.89,16.47,4.25,84.43,10861132,54.4923
BRA,Brazil,PARANA,2015,2,3569,32.8603,97.7078,30.79,15.88,4.96,84.5,10861132,54.4923
BRA,Brazil,PARANA,2015,3,14557,134.0284,97.7078,29.2,15.33,2.4,78.67,10861132,54.4923
BRA,Brazil,PARANA,2015,4,13936,128.3108,97.7078,31.16,12.59,1.32,71.9,10861132,54.4923
BRA,Brazil,PARANA,2015,5,6433,59.2296,97.7078,26.73,8.91,2.96,80.73,10861132,54.4923
BRA,Brazil,PARANA,2015,6,1450,13.3504,97.7078,27.04,3.17,1.22,77.55,10861132,54.4923
BRA,Brazil,PARANA,2015,7,429,3.9499,97.7078,23.79,7.2,11.18,88.66,10861132,54.4923
BRA,Brazil,PARANA,2015,8,392,3.6092,97.7078,27.65,8.55,1.12,80.48,10861132,54.4923
BRA,Brazil,PARANA,2015,9,248,2.2834,97.7078,31.68,5.35,4.66,77.82,10861132,54.4923
BRA,Brazil,PARANA,2015,10,287,2.6425,97.7078,30.85,11.37,6.93,85.3,10861132,54.4923
BRA,Brazil,PARANA,2015,11,1092,10.0542,97.7078,28.61,11.54,11.04,89.25,10861132,54.4923
BRA,Brazil,PARANA,2015,12,2027,18.6629,97.7078,27.86,16.86,8.08,91.23,10861132,54.4923
BRA,Brazil,PARANA,2016,1,12223,111.6821,97.9218,28.55,14.3,5.62,87.27,10944453,54.9104
BRA,Brazil,PARANA,2016,2,17355,158.5735,97.9218,28.95,18.61,6.31,90.83,10944453,54.9104
BRA,Brazil,PARANA,2016,3,16613,151.7938,97.9218,28.14,13.31,3.11,86.09,10944453,54.9104
BRA,Brazil,PARANA,2016,4,12303,112.4131,97.9218,28.25,4.54,1.42,84.05,10944453,54.9104
BRA,Brazil,PARANA,2016,5,2104,19.2244,97.9218,23.59,3.87,6.61,88.44,10944453,54.9104
BRA,Brazil,PARANA,2016,6,295,2.6954,97.9218,21.62,-1.11,3.3,86.37,10944453,54.9104
BRA,Brazil,PARANA,2016,7,214,1.9553,97.9218,23.66,2.15,0.99,84.47,10944453,54.9104
BRA,Brazil,PARANA,2016,8,117,1.069,97.9218,26.02,4.17,2.66,84.04,10944453,54.9104
BRA,Brazil,PARANA,2016,9,137,1.2518,97.9218,27.85,4.44,1.27,78.13,10944453,54.9104
BRA,Brazil,PARANA,2016,10,325,2.9695,97.9218,29.33,8.26,5.51,81.29,10944453,54.9104
BRA,Brazil,PARANA,2016,11,328,2.997,97.9218,32.51,10.29,3.06,75.66,10944453,54.9104
BRA,Brazil,PARANA,2016,12,821,7.5015,97.9218,30.45,13.52,7.67,84.67,10944453,54.9104
BRA,Brazil,PARANA,2017,1,417,3.7814,98.1979,29.12,15.77,5.99,86.0,11027774,55.3284
BRA,Brazil,PARANA,2017,2,301,2.7295,98.1979,29.82,17.63,4.49,83.62,11027774,55.3284
BRA,Brazil,PARANA,2017,3,213,1.9315,98.1979,28.45,14.62,4.12,85.16,11027774,55.3284
BRA,Brazil,PARANA,2017,4,176,1.596,98.1979,26.74,6.18,5.14,83.19,11027774,55.3284
BRA,Brazil,PARANA,2017,5,113,1.0247,98.1979,25.76,10.76,6.4,89.22,11027774,55.3284
BRA,Brazil,PARANA,2017,6,77,0.6982,98.1979,24.64,2.79,4.33,86.76,11027774,55.3284
BRA,Brazil,PARANA,2017,7,73,0.662,98.1979,23.45,0.61,0.1,79.21,11027774,55.3284
BRA,Brazil,PARANA,2017,8,88,0.798,98.1979,28.43,6.73,3.93,78.79,11027774,55.3284
BRA,Brazil,PARANA,2017,9,187,1.6957,98.1979,32.99,12.64,1.52,62.76,11027774,55.3284
BRA,Brazil,PARANA,2017,10,190,1.7229,98.1979,31.83,7.27,11.96,81.61,11027774,55.3284
BRA,Brazil,PARANA,2017,11,199,1.8045,98.1979,28.8,10.12,6.07,81.44,11027774,55.3284
BRA,Brazil,PARANA,2017,12,226,2.0494,98.1979,31.29,15.29,8.73,82.54,11027774,55.3284
BRA,Brazil,PARANA,2018,1,173,1.557,98.558,28.19,15.9,8.34,90.07,11111095,55.7464
BRA,Brazil,PARANA,2018,2,141,1.269,98.558,27.47,14.45,4.34,84.63,11111095,55.7464
BRA,Brazil,PARANA,2018,3,125,1.125,98.558,28.81,15.78,5.21,89.94,11111095,55.7464
BRA,Brazil,PARANA,2018,4,302,2.718,98.558,27.17,14.16,0.36,82.5,11111095,55.7464
BRA,Brazil,PARANA,2018,5,135,1.215,98.558,27.32,5.11,1.19,78.85,11111095,55.7464
BRA,Brazil,PARANA,2018,6,71,0.639,98.558,25.11,4.52,2.57,86.11,11111095,55.7464
BRA,Brazil,PARANA,2018,7,55,0.495,98.558,27.76,3.87,0.25,70.36,11111095,55.7464
BRA,Brazil,PARANA,2018,8,36,0.324,98.558,29.18,2.82,3.06,76.14,11111095,55.7464
BRA,Brazil,PARANA,2018,9,52,0.468,98.558,30.86,6.98,4.29,76.16,11111095,55.7464
BRA,Brazil,PARANA,2018,10,92,0.828,98.558,29.3,11.52,6.85,85.06,11111095,55.7464
BRA,Brazil,PARANA,2018,11,75,0.675,98.558,31.16,14.85,3.3,77.17,11111095,55.7464
BRA,Brazil,PARANA,2018,12,182,1.638,98.558,34.1,13.77,3.2,69.17,11111095,55.7464
BRA,Brazil,PARANA,2019,1,559,4.9936,98.7731,34.73,18.84,5.21,81.74,11194416,56.1645
BRA,Brazil,PARANA,2019,2,1576,14.0784,98.7731,33.4,16.88,9.07,80.52,11194416,56.1645
BRA,Brazil,PARANA,2019,3,5529,49.3907,98.7731,28.36,14.67,5.14,86.11,11194416,56.1645
BRA,Brazil,PARANA,2019,4,9818,87.7044,98.7731,28.91,12.51,2.35,81.04,11194416,56.1645
BRA,Brazil,PARANA,2019,5,10908,97.4414,98.7731,27.5,9.71,6.83,85.6,11194416,56.1645
BRA,Brazil,PARANA,2019,6,5217,46.6036,98.7731,24.62,7.73,1.94,85.47,11194416,56.1645
BRA,Brazil,PARANA,2019,7,1047,9.3529,98.7731,24.75,-0.8,0.73,78.31,11194416,56.1645
BRA,Brazil,PARANA,2019,8,492,4.395,98.7731,30.62,3.14,0.84,68.78,11194416,56.1645
BRA,Brazil,PARANA,2019,9,562,5.0204,98.7731,35.84,9.06,1.84,68.13,11194416,56.1645
BRA,Brazil,PARANA,2019,10,913,8.1559,98.7731,35.45,13.45,2.92,65.09,11194416,56.1645
BRA,Brazil,PARANA,2019,11,2718,24.28,98.7731,34.73,14.41,4.98,71.17,11194416,56.1645
BRA,Brazil,PARANA,2019,12,8525,76.154,98.7731,34.66,13.46,6.16,77.05,11194416,56.1645
BRA,Brazil,PARANA,2020,1,32425,287.5133,99.0721,33.28,16.68,4.63,75.84,11277738,56.5825
BRA,Brazil,PARANA,2020,2,76065,674.4704,99.0721,34.77,16.32,3.26,70.67,11277738,56.5825
BRA,Brazil,PARANA,2020,3,89720,795.5496,99.0721,34.5,14.71,1.39,62.74,11277738,56.5825
BRA,Brazil,PARANA,2020,4,37131,329.2416,99.0721,32.21,7.34,1.29,59.2,11277738,56.5825
BRA,Brazil,PARANA,2020,5,15265,135.3552,99.0721,29.79,5.58,3.12,64.19,11277738,56.5825
BRA,Brazil,PARANA,2020,6,3230,28.6405,99.0721,26.41,6.38,5.63,83.52,11277738,56.5825
BRA,Brazil,PARANA,2020,7,1479,13.1143,99.0721,26.56,3.39,0.64,76.64,11277738,56.5825
BRA,Brazil,PARANA,2020,8,645,5.7192,99.0721,29.13,4.79,6.12,74.33,11277738,56.5825
BRA,Brazil,PARANA,2020,9,555,4.9212,99.0721,34.48,11.1,0.88,68.47,11277738,56.5825
BRA,Brazil,PARANA,2020,10,618,5.4798,99.0721,37.43,12.24,1.81,63.35,11277738,56.5825
BRA,Brazil,PARANA,2020,11,1964,17.4148,99.0721,36.03,12.58,2.19,59.93,11277738,56.5825
BRA,Brazil,PARANA,2020,12,2614,23.1784,99.0721,31.72,16.08,6.28,76.17,11277738,56.5825
BRA,Brazil,PARANA,2021,1,3653,32.1537,99.4273,31.45,17.28,9.25,85.94,11361059,57.0006
BRA,Brazil,PARANA,2021,2,4955,43.6139,99.4273,32.11,13.69,1.22,75.32,11361059,57.0006
BRA,Brazil,PARANA,2021,3,7482,65.8565,99.4273,29.11,12.49,5.58,83.05,11361059,57.0006
BRA,Brazil,PARANA,2021,4,10494,92.3681,99.4273,30.6,9.55,0.24,67.49,11361059,57.0006
BRA,Brazil,PARANA,2021,5,5527,48.6486,99.4273,29.84,5.09,2.72,72.06,11361059,57.0006
BRA,Brazil,PARANA,2021,6,1131,9.9551,99.4273,25.8,-0.99,3.06,82.17,11361059,57.0006
BRA,Brazil,PARANA,2021,7,390,3.4328,99.4273,25.24,-0.92,1.29,69.97,11361059,57.0006
BRA,Brazil,PARANA,2021,8,374,3.2919,99.4273,32.66,6.7,0.62,68.04,11361059,57.0006
BRA,Brazil,PARANA,2021,9,297,2.6142,99.4273,35.33,10.43,1.44,63.32,11361059,57.0006
BRA,Brazil,PARANA,2021,10,336,2.9575,99.4273,28.23,11.23,9.68,81.32,11361059,57.0006
BRA,Brazil,PARANA,2021,11,651,5.7301,99.4273,34.94,12.98,2.1,66.57,11361059,57.0006
BRA,Brazil,PARANA,2021,12,1137,10.0079,99.4273,35.93,13.27,1.67,56.45,11361059,57.0006
BRA,Brazil,PARANA,2022,1,900,7.8641,99.6149,36.43,15.59,4.58,74.37,11444380,57.4186
BRA,Brazil,PARANA,2022,2,5682,49.6488,99.6149,34.71,13.87,2.51,68.16,11444380,57.4186
BRA,Brazil,PARANA,2022,3,33721,294.6512,99.6149,32.3,14.15,6.99,83.54,11444380,57.4186
BRA,Brazil,PARANA,2022,4,56929,497.4407,99.6149,28.63,9.15,3.42,80.48,11444380,57.4186
BRA,Brazil,PARANA,2022,5,44867,392.044,99.6149,27.21,3.81,2.45,77.2,11444380,57.4186
BRA,Brazil,PARANA,2022,6,7151,62.4848,99.6149,24.5,2.14,4.22,84.69,11444380,57.4186
BRA,Brazil,PARANA,2022,7,3404,29.7439,99.6149,27.04,4.77,0.75,75.55,11444380,57.4186
BRA,Brazil,PARANA,2022,8,776,6.7806,99.6149,28.19,2.21,4.5,75.47,11444380,57.4186
BRA,Brazil,PARANA,2022,9,455,3.9758,99.6149,28.1,6.33,6.92,82.45,11444380,57.4186
BRA,Brazil,PARANA,2022,10,634,5.5398,99.6149,27.37,8.85,9.03,85.08,11444380,57.4186
BRA,Brazil,PARANA,2022,11,793,6.9292,99.6149,27.75,8.57,1.81,77.27,11444380,57.4186
BRA,Brazil,PARANA,2022,12,875,7.6457,99.6149,31.9,14.88,3.29,77.98,11444380,57.4186
BRA,Brazil,PERNAMBUCO,2014,1,339,3.8159,97.4719,36.55,18.17,0.38,55.16,8883942,89.7932
BRA,Brazil,PERNAMBUCO,2014,2,495,5.5719,97.4719,35.55,18.43,2.79,63.6,8883942,89.7932
BRA,Brazil,PERNAMBUCO,2014,3,1130,12.7196,97.4719,36.56,18.61,2.13,63.43,8883942,89.7932
BRA,Brazil,PERNAMBUCO,2014,4,1460,16.4341,97.4719,36.01,18.92,2.8,66.92,8883942,89.7932
BRA,Brazil,PERNAMBUCO,2014,5,1867,21.0154,97.4719,32.78,15.99,2.58,74.97,8883942,89.7932
BRA,Brazil,PERNAMBUCO,2014,6,1627,18.3139,97.4719,33.28,15.49,1.0,72.75,8883942,89.7932
BRA,Brazil,PERNAMBUCO,2014,7,762,8.5773,97.4719,31.26,15.29,1.5,72.15,8883942,89.7932
BRA,Brazil,PERNAMBUCO,2014,8,567,6.3823,97.4719,33.69,15.07,1.18,70.27,8883942,89.7932
BRA,Brazil,PERNAMBUCO,2014,9,358,4.0297,97.4719,36.53,15.48,0.81,63.34,8883942,89.7932
BRA,Brazil,PERNAMBUCO,2014,10,454,5.1103,97.4719,36.45,17.56,1.18,63.89,8883942,89.7932
BRA,Brazil,PERNAMBUCO,2014,11,806,9.0725,97.4719,37.36,17.96,0.75,55.94,8883942,89.7932
BRA,Brazil,PERNAMBUCO,2014,12,626,7.0464,97.4719,36.36,18.85,0.39,54.6,8883942,89.7932
BRA,Brazil,PERNAMBUCO,2015,1,2269,25.4777,97.7078,37.65,18.23,0.19,53.4,8905816,90.0143
BRA,Brazil,PERNAMBUCO,2015,2,4285,48.1146,97.7078,36.18,19.34,2.28,61.85,8905816,90.0143
BRA,Brazil,PERNAMBUCO,2015,3,19111,214.5901,97.7078,36.37,19.04,1.4,61.1,8905816,90.0143
BRA,Brazil,PERNAMBUCO,2015,4,21195,237.9905,97.7078,36.33,19.36,1.08,57.28,8905816,90.0143
BRA,Brazil,PERNAMBUCO,2015,5,15114,169.7093,97.7078,35.38,17.79,1.05,63.71,8905816,90.0143
BRA,Brazil,PERNAMBUCO,2015,6,4716,52.9542,97.7078,33.03,16.0,2.41,73.28,8905816,90.0143
BRA,Brazil,PERNAMBUCO,2015,7,2322,26.0728,97.7078,29.88,16.01,2.37,76.99,8905816,90.0143
BRA,Brazil,PERNAMBUCO,2015,8,3055,34.3034,97.7078,34.35,14.32,0.73,67.12,8905816,90.0143
BRA,Brazil,PERNAMBUCO,2015,9,3533,39.6707,97.7078,36.35,16.1,0.23,57.65,8905816,90.0143
BRA,Brazil,PERNAMBUCO,2015,10,5023,56.4013,97.7078,37.69,17.88,0.11,54.02,8905816,90.0143
BRA,Brazil,PERNAMBUCO,2015,11,18882,212.0188,97.7078,39.09,18.37,0.03,48.37,8905816,90.0143
BRA,Brazil,PERNAMBUCO,2015,12,12022,134.9904,97.7078,38.71,19.11,2.08,56.2,8905816,90.0143
BRA,Brazil,PERNAMBUCO,2016,1,21579,241.7087,97.9218,36.2,19.55,3.89,68.65,8927690,90.2354
BRA,Brazil,PERNAMBUCO,2016,2,18267,204.6106,97.9218,36.65,17.4,1.69,64.54,8927690,90.2354
BRA,Brazil,PERNAMBUCO,2016,3,8397,94.0557,97.9218,36.59,19.04,1.81,62.76,8927690,90.2354
BRA,Brazil,PERNAMBUCO,2016,4,3880,43.4603,97.9218,36.56,19.97,0.81,65.08,8927690,90.2354
BRA,Brazil,PERNAMBUCO,2016,5,2387,26.737,97.9218,33.24,16.56,2.94,73.01,8927690,90.2354
BRA,Brazil,PERNAMBUCO,2016,6,1359,15.2223,97.9218,34.17,14.3,0.88,69.01,8927690,90.2354
BRA,Brazil,PERNAMBUCO,2016,7,1182,13.2397,97.9218,33.0,14.96,0.96,68.47,8927690,90.2354
BRA,Brazil,PERNAMBUCO,2016,8,833,9.3305,97.9218,35.06,15.33,0.37,62.41,8927690,90.2354
BRA,Brazil,PERNAMBUCO,2016,9,547,6.127,97.9218,36.77,16.13,0.25,57.5,8927690,90.2354
BRA,Brazil,PERNAMBUCO,2016,10,680,7.6168,97.9218,37.89,18.13,0.1,52.75,8927690,90.2354
BRA,Brazil,PERNAMBUCO,2016,11,659,7.3815,97.9218,38.22,19.27,0.06,51.16,8927690,90.2354
BRA,Brazil,PERNAMBUCO,2016,12,2813,31.5087,97.9218,38.63,18.93,0.15,51.82,8927690,90.2354
BRA,Brazil,PERNAMBUCO,2017,1,598,6.6819,98.1979,37.68,18.46,0.28,53.01,8949563,90.4565
BRA,Brazil,PERNAMBUCO,2017,2,453,5.0617,98.1979,37.83,19.78,0.37,53.34,8949563,90.4565
BRA,Brazil,PERNAMBUCO,2017,3,649,7.2518,98.1979,37.83,20.21,1.07,57.53,8949563,90.4565
BRA,Brazil,PERNAMBUCO,2017,4,1031,11.5201,98.1979,35.54,18.95,1.77,66.45,8949563,90.4565
BRA,Brazil,PERNAMBUCO,2017,5,1103,12.3246,98.1979,35.91,18.48,4.75,72.24,8949563,90.4565
BRA,Brazil,PERNAMBUCO,2017,6,1062,11.8665,98.1979,29.33,17.38,2.88,82.52,8949563,90.4565
BRA,Brazil,PERNAMBUCO,2017,7,857,9.5759,98.1979,27.45,14.56,4.11,83.33,8949563,90.4565
BRA,Brazil,PERNAMBUCO,2017,8,587,6.559,98.1979,30.63,15.8,1.42,74.19,8949563,90.4565
BRA,Brazil,PERNAMBUCO,2017,9,444,4.9611,98.1979,32.23,14.96,1.68,71.02,8949563,90.4565
BRA,Brazil,PERNAMBUCO,2017,10,450,5.0282,98.1979,36.96,17.2,0.16,61.77,8949563,90.4565
BRA,Brazil,PERNAMBUCO,2017,11,330,3.6873,98.1979,38.07,18.6,0.09,52.04,8949563,90.4565
BRA,Brazil,PERNAMBUCO,2017,12,485,5.4193,98.1979,37.89,18.37,0.6,53.61,8949563,90.4565
BRA,Brazil,PERNAMBUCO,2018,1,438,4.8822,98.558,37.23,18.88,0.93,57.73,8971437,90.6775
BRA,Brazil,PERNAMBUCO,2018,2,704,7.8471,98.558,37.47,19.51,5.34,65.72,8971437,90.6775
BRA,Brazil,PERNAMBUCO,2018,3,1217,13.5653,98.558,36.3,18.82,1.81,66.19,8971437,90.6775
BRA,Brazil,PERNAMBUCO,2018,4,2240,24.9681,98.558,34.68,18.18,3.71,73.35,8971437,90.6775
BRA,Brazil,PERNAMBUCO,2018,5,1261,14.0557,98.558,32.11,15.27,2.24,76.07,8971437,90.6775
BRA,Brazil,PERNAMBUCO,2018,6,993,11.0685,98.558,31.75,15.17,0.65,70.59,8971437,90.6775
BRA,Brazil,PERNAMBUCO,2018,7,1018,11.3471,98.558,31.19,15.28,0.87,70.12,8971437,90.6775
BRA,Brazil,PERNAMBUCO,2018,8,726,8.0923,98.558,34.7,15.46,0.31,61.39,8971437,90.6775
BRA,Brazil,PERNAMBUCO,2018,9,684,7.6242,98.558,36.06,16.98,0.53,60.13,8971437,90.6775
BRA,Brazil,PERNAMBUCO,2018,10,613,6.8328,98.558,38.27,17.24,0.08,51.95,8971437,90.6775
BRA,Brazil,PERNAMBUCO,2018,11,662,7.379,98.558,37.59,19.6,0.69,53.55,8971437,90.6775
BRA,Brazil,PERNAMBUCO,2018,12,660,7.3567,98.558,37.15,17.41,0.82,56.36,8971437,90.6775
BRA,Brazil,PERNAMBUCO,2019,1,766,8.5174,98.7731,37.18,18.73,0.99,58.12,8993310,90.8986
BRA,Brazil,PERNAMBUCO,2019,2,1620,18.0134,98.7731,37.07,20.03,1.57,60.54,8993310,90.8986
BRA,Brazil,PERNAMBUCO,2019,3,3140,34.9148,98.7731,36.89,18.95,4.63,65.57,8993310,90.8986
BRA,Brazil,PERNAMBUCO,2019,4,5246,58.3322,98.7731,34.67,19.03,1.38,69.4,8993310,90.8986
BRA,Brazil,PERNAMBUCO,2019,5,8181,90.9676,98.7731,34.71,16.91,0.63,63.3,8993310,90.8986
BRA,Brazil,PERNAMBUCO,2019,6,5989,66.5939,98.7731,33.01,15.83,1.73,71.84,8993310,90.8986
BRA,Brazil,PERNAMBUCO,2019,7,3019,33.5694,98.7731,33.43,13.74,3.64,77.46,8993310,90.8986
BRA,Brazil,PERNAMBUCO,2019,8,2837,31.5457,98.7731,30.56,14.91,2.19,73.71,8993310,90.8986
BRA,Brazil,PERNAMBUCO,2019,9,3114,34.6257,98.7731,36.76,16.97,0.64,62.3,8993310,90.8986
BRA,Brazil,PERNAMBUCO,2019,10,1793,19.937,98.7731,37.64,17.64,0.16,54.61,8993310,90.8986
BRA,Brazil,PERNAMBUCO,2019,11,1273,14.155,98.7731,39.07,18.87,0.44,50.66,8993310,90.8986
BRA,Brazil,PERNAMBUCO,2019,12,1045,11.6197,98.7731,38.4,18.84,0.29,50.64,8993310,90.8986
BRA,Brazil,PERNAMBUCO,2020,1,849,9.4174,99.0721,38.15,20.34,1.55,55.87,9015184,91.1197
BRA,Brazil,PERNAMBUCO,2020,2,1057,11.7247,99.0721,36.76,19.11,2.61,63.78,9015184,91.1197
BRA,Brazil,PERNAMBUCO,2020,3,1398,15.5072,99.0721,35.86,19.16,6.38,73.32,9015184,91.1197
BRA,Brazil,PERNAMBUCO,2020,4,2038,22.6063,99.0721,33.8,19.33,2.06,74.19,9015184,91.1197
BRA,Brazil,PERNAMBUCO,2020,5,3771,41.8294,99.0721,32.87,18.13,2.78,77.01,9015184,91.1197
BRA,Brazil,PERNAMBUCO,2020,6,2650,29.3949,99.0721,31.38,16.21,1.91,78.41,9015184,91.1197
BRA,Brazil,PERNAMBUCO,2020,7,2504,27.7754,99.0721,30.58,13.23,1.95,75.25,9015184,91.1197
BRA,Brazil,PERNAMBUCO,2020,8,2166,24.0261,99.0721,32.83,15.45,0.65,68.93,9015184,91.1197
BRA,Brazil,PERNAMBUCO,2020,9,1316,14.5976,99.0721,35.87,15.87,0.66,61.68,9015184,91.1197
BRA,Brazil,PERNAMBUCO,2020,10,1020,11.3142,99.0721,38.51,18.63,0.56,54.21,9015184,91.1197
BRA,Brazil,PERNAMBUCO,2020,11,887,9.839,99.0721,36.49,18.68,1.43,57.32,9015184,91.1197
BRA,Brazil,PERNAMBUCO,2020,12,587,6.5112,99.0721,37.01,18.37,0.22,52.62,9015184,91.1197
BRA,Brazil,PERNAMBUCO,2021,1,733,8.111,99.4273,37.41,19.19,0.47,55.65,9037057,91.3408
BRA,Brazil,PERNAMBUCO,2021,2,1115,12.3381,99.4273,38.38,20.37,0.59,53.72,9037057,91.3408
BRA,Brazil,PERNAMBUCO,2021,3,1827,20.2168,99.4273,37.75,18.72,1.74,59.7,9037057,91.3408
BRA,Brazil,PERNAMBUCO,2021,4,3183,35.2216,99.4273,35.38,18.61,4.51,73.13,9037057,91.3408
BRA,Brazil,PERNAMBUCO,2021,5,9992,110.567,99.4273,30.41,16.77,3.6,80.05,9037057,91.3408
BRA,Brazil,PERNAMBUCO,2021,6,7613,84.242,99.4273,30.9,16.45,1.51,75.94,9037057,91.3408
BRA,Brazil,PERNAMBUCO,2021,7,5279,58.415,99.4273,32.09,16.16,2.13,77.0,9037057,91.3408
BRA,Brazil,PERNAMBUCO,2021,8,3663,40.5331,99.4273,32.1,15.5,1.61,73.32,9037057,91.3408
BRA,Brazil,PERNAMBUCO,2021,9,1960,21.6885,99.4273,37.01,16.48,0.49,61.97,9037057,91.3408
BRA,Brazil,PERNAMBUCO,2021,10,1582,17.5057,99.4273,38.13,17.13,0.42,54.39,9037057,91.3408
BRA,Brazil,PERNAMBUCO,2021,11,965,10.6783,99.4273,38.0,19.28,0.41,50.03,9037057,91.3408
BRA,Brazil,PERNAMBUCO,2021,12,1145,12.6701,99.4273,37.66,19.13,1.79,55.29,9037057,91.3408
BRA,Brazil,PERNAMBUCO,2022,1,484,5.3428,99.6149,36.16,18.99,2.6,59.5,9058931,91.5619
BRA,Brazil,PERNAMBUCO,2022,2,907,10.0122,99.6149,36.57,20.17,0.6,54.7,9058931,91.5619
BRA,Brazil,PERNAMBUCO,2022,3,1509,16.6576,99.6149,36.7,19.37,2.62,66.4,9058931,91.5619
BRA,Brazil,PERNAMBUCO,2022,4,2551,28.1601,99.6149,36.24,18.36,2.26,68.2,9058931,91.5619
BRA,Brazil,PERNAMBUCO,2022,5,3643,40.2145,99.6149,34.61,18.44,7.56,77.76,9058931,91.5619
BRA,Brazil,PERNAMBUCO,2022,6,1956,21.592,99.6149,28.27,16.94,5.83,87.83,9058931,91.5619
BRA,Brazil,PERNAMBUCO,2022,7,1586,17.5076,99.6149,29.13,15.25,5.07,85.4,9058931,91.5619
BRA,Brazil,PERNAMBUCO,2022,8,1139,12.5732,99.6149,29.92,13.14,2.79,78.49,9058931,91.5619
BRA,Brazil,PERNAMBUCO,2022,9,633,6.9876,99.6149,35.44,15.6,0.65,68.95,9058931,91.5619
BRA,Brazil,PERNAMBUCO,2022,10,782,8.6324,99.6149,35.71,15.54,0.44,61.6,9058931,91.5619
BRA,Brazil,PERNAMBUCO,2022,11,561,6.1928,99.6149,36.18,18.62,5.64,64.61,9058931,91.5619
BRA,Brazil,PERNAMBUCO,2022,12,355,3.9188,99.6149,35.27,17.73,0.91,63.11,9058931,91.5619
BRA,Brazil,PIAUI,2014,1,248,7.8251,97.4719,37.65,22.36,2.05,60.18,3169306,12.5888
BRA,Brazil,PIAUI,2014,2,322,10.16,97.4719,38.14,20.39,4.74,68.21,3169306,12.5888
BRA,Brazil,PIAUI,2014,3,587,18.5214,97.4719,35.62,21.11,3.42,74.17,3169306,12.5888
BRA,Brazil,PIAUI,2014,4,974,30.7323,97.4719,36.53,20.24,2.37,68.7,3169306,12.5888
BRA,Brazil,PIAUI,2014,5,1824,57.552,97.4719,37.17,20.54,1.01,53.13,3169306,12.5888
BRA,Brazil,PIAUI,2014,6,1785,56.3215,97.4719,38.95,21.57,0.0,43.95,3169306,12.5888
BRA,Brazil,PIAUI,2014,7,793,25.0213,97.4719,37.09,20.86,0.06,43.47,3169306,12.5888
BRA,Brazil,PIAUI,2014,8,476,15.0191,97.4719,39.1,19.77,0.01,38.78,3169306,12.5888
BRA,Brazil,PIAUI,2014,9,218,6.8785,97.4719,39.41,21.15,0.12,35.22,3169306,12.5888
BRA,Brazil,PIAUI,2014,10,148,4.6698,97.4719,39.86,21.39,0.76,39.14,3169306,12.5888
BRA,Brazil,PIAUI,2014,11,201,6.3421,97.4719,39.58,21.76,4.37,57.17,3169306,12.5888
BRA,Brazil,PIAUI,2014,12,97,3.0606,97.4719,38.05,22.11,2.32,56.51,3169306,12.5888
BRA,Brazil,PIAUI,2015,1,201,6.3167,97.7078,38.81,20.07,1.53,55.03,3182043,12.6394
BRA,Brazil,PIAUI,2015,2,428,13.4505,97.7078,38.75,20.95,4.53,66.82,3182043,12.6394
BRA,Brazil,PIAUI,2015,3,2126,66.8124,97.7078,35.12,20.94,4.79,78.74,3182043,12.6394
BRA,Brazil,PIAUI,2015,4,2112,66.3725,97.7078,37.18,21.17,1.61,65.16,3182043,12.6394
BRA,Brazil,PIAUI,2015,5,1643,51.6335,97.7078,37.61,22.98,0.2,51.67,3182043,12.6394
BRA,Brazil,PIAUI,2015,6,469,14.739,97.7078,37.49,20.81,0.0,45.69,3182043,12.6394
BRA,Brazil,PIAUI,2015,7,195,6.1281,97.7078,37.04,21.03,0.02,44.42,3182043,12.6394
BRA,Brazil,PIAUI,2015,8,152,4.7768,97.7078,39.08,19.54,0.01,38.2,3182043,12.6394
BRA,Brazil,PIAUI,2015,9,88,2.7655,97.7078,40.5,21.74,0.06,32.48,3182043,12.6394
BRA,Brazil,PIAUI,2015,10,89,2.7969,97.7078,41.43,23.67,0.18,32.97,3182043,12.6394
BRA,Brazil,PIAUI,2015,11,122,3.834,97.7078,41.57,24.5,0.89,37.27,3182043,12.6394
BRA,Brazil,PIAUI,2015,12,95,2.9855,97.7078,41.34,24.38,0.45,38.42,3182043,12.6394
BRA,Brazil,PIAUI,2016,1,425,13.303,97.9218,38.03,20.35,11.15,81.39,3194780,12.69
BRA,Brazil,PIAUI,2016,2,494,15.4627,97.9218,38.33,19.24,1.86,70.39,3194780,12.69
