iso_a0,pais,adm_1_name,ano,mes,casos_dengue,incidencia_dengue,agua_basica,tmax_promedio,tmin_promedio,precipitacion,humedad_promedio,poblacion,densidad_poblacion
ARG,Argentina,CHACO,2015,10,0,0.0,98.9823,40.17,9.57,2.68,58.16,1086237,10.9024
ARG,Argentina,CHACO,2015,11,0,0.0,98.9823,40.65,11.98,5.76,68.48,1086237,10.9024
ARG,Argentina,CHACO,2015,12,0,0.0,98.9823,39.87,16.71,5.06,68.56,1086237,10.9024
ARG,Argentina,CHACO,2016,1,0,0.0,99.0414,41.52,18.14,4.84,65.68,1092432,10.9646
ARG,Argentina,CHACO,2016,2,0,0.0,99.0414,40.73,18.12,3.96,71.13,1092432,10.9646
ARG,Argentina,CHACO,2016,3,0,0.0,99.0414,36.76,12.84,5.36,74.62,1092432,10.9646
ARG,Argentina,CHACO,2016,4,0,0.0,99.0414,36.47,4.1,6.41,81.18,1092432,10.9646
ARG,Argentina,CHACO,2016,5,0,0.0,99.0414,26.29,6.2,0.19,81.36,1092432,10.9646
ARG,Argentina,CHACO,2016,6,0,0.0,99.0414,26.45,2.0,2.3,75.31,1092432,10.9646
ARG,Argentina,CHACO,2016,7,0,0.0,99.0414,31.07,2.97,0.48,76.87,1092432,10.9646
ARG,Argentina,CHACO,2016,8,0,0.0,99.0414,36.68,4.5,1.56,63.29,1092432,10.9646
ARG,Argentina,CHACO,2016,9,0,0.0,99.0414,38.72,3.71,0.62,55.64,1092432,10.9646
ARG,Argentina,CHACO,2016,10,0,0.0,99.0414,40.65,8.38,4.47,63.72,1092432,10.9646
ARG,Argentina,CHACO,2016,11,0,0.0,99.0414,39.29,9.45,4.53,64.88,1092432,10.9646
ARG,Argentina,CHACO,2016,12,0,0.0,99.0414,38.82,12.81,6.12,71.71,1092432,10.9646
ARG,Argentina,CHACO,2017,1,0,0.0,99.0414,40.16,15.14,2.94,58.71,1098628,11.0267
ARG,Argentina,CHACO,2017,2,0,0.0,99.0414,37.93,16.76,6.33,64.68,1098628,11.0267
ARG,Argentina,CHACO,2017,3,0,0.0,99.0414,38.19,11.8,5.47,77.52,1098628,11.0267
ARG,Argentina,CHACO,2017,4,0,0.0,99.0414,32.23,7.5,5.94,81.79,1098628,11.0267
ARG,Argentina,CHACO,2017,5,0,0.0,99.0414,28.82,6.98,2.99,88.51,1098628,11.0267
ARG,Argentina,CHACO,2017,6,0,0.0,99.0414,29.16,1.57,0.51,81.27,1098628,11.0267
ARG,Argentina,CHACO,2017,7,0,0.0,99.0414,31.76,-0.39,0.21,66.4,1098628,11.0267
ARG,Argentina,CHACO,2017,8,0,0.0,99.0414,38.66,5.7,0.76,61.81,1098628,11.0267
ARG,Argentina,CHACO,2017,9,0,0.0,99.0414,39.65,10.42,0.52,59.22,1098628,11.0267
ARG,Argentina,CHACO,2017,10,0,0.0,99.0414,43.4,10.35,2.04,55.39,1098628,11.0267
ARG,Argentina,CHACO,2017,11,0,0.0,99.0414,41.97,14.43,1.36,49.2,1098628,11.0267
ARG,Argentina,CHACO,2017,12,0,0.0,99.0414,44.37,19.37,1.65,47.59,1098628,11.0267
ARG,Argentina,CHACO,2018,1,0,0.0,99.0414,41.75,19.73,7.41,63.9,1104824,11.0889
ARG,Argentina,CHACO,2018,2,0,0.0,99.0414,37.79,15.76,1.06,63.32,1104824,11.0889
ARG,Argentina,CHACO,2018,3,0,0.0,99.0414,37.67,10.03,3.24,66.09,1104824,11.0889
ARG,Argentina,CHACO,2018,4,0,0.0,99.0414,37.77,15.32,0.75,56.89,1104824,11.0889
ARG,Argentina,CHACO,2018,5,0,0.0,99.0414,37.68,6.11,5.6,76.38,1104824,11.0889
ARG,Argentina,CHACO,2018,6,0,0.0,99.0414,30.47,0.68,0.11,72.6,1104824,11.0889
ARG,Argentina,CHACO,2018,7,0,0.0,99.0414,33.03,2.87,0.47,67.68,1104824,11.0889
ARG,Argentina,CHACO,2018,8,0,0.0,99.0414,37.34,2.79,0.64,55.63,1104824,11.0889
ARG,Argentina,CHACO,2018,9,0,0.0,99.0414,42.15,7.81,1.91,60.93,1104824,11.0889
ARG,Argentina,CHACO,2018,10,0,0.0,99.0414,42.09,13.2,2.53,59.92,1104824,11.0889
ARG,Argentina,CHACO,2018,11,0,0.0,99.0414,38.88,12.42,4.78,65.33,1104824,11.0889
ARG,Argentina,CHACO,2018,12,0,0.0,99.0414,42.21,13.03,2.95,57.53,1104824,11.0889
ARG,Argentina,CHACO,2019,1,1,0.09,99.0414,39.64,16.29,9.33,75.76,1111019,11.1511
ARG,Argentina,CHACO,2019,2,1,0.09,99.0414,40.0,14.04,4.54,67.78,1111019,11.1511
ARG,Argentina,CHACO,2019,3,12,1.0801,99.0414,38.07,13.84,6.89,76.13,1111019,11.1511
ARG,Argentina,CHACO,2019,4,19,1.7101,99.0414,31.42,10.47,10.25,85.98,1111019,11.1511
ARG,Argentina,CHACO,2019,5,78,7.0206,99.0414,29.45,7.41,4.54,89.85,1111019,11.1511
ARG,Argentina,CHACO,2019,6,6,0.54,99.0414,28.45,2.91,0.1,87.45,1111019,11.1511
ARG,Argentina,CHACO,2019,7,0,0.0,99.0414,28.54,0.38,1.07,83.65,1111019,11.1511
ARG,Argentina,CHACO,2019,8,0,0.0,99.0414,34.4,1.51,0.25,72.91,1111019,11.1511
ARG,Argentina,CHACO,2019,9,0,0.0,99.0414,39.59,6.93,0.47,58.67,1111019,11.1511
ARG,Argentina,CHACO,2019,10,0,0.0,99.0414,43.18,11.22,2.67,59.48,1111019,11.1511
ARG,Argentina,CHACO,2019,11,0,0.0,99.0414,41.91,16.11,5.5,62.41,1111019,11.1511
ARG,Argentina,CHACO,2019,12,0,0.0,99.0414,40.09,14.34,1.97,53.2,1111019,11.1511
ARG,Argentina,CHACO,2020,1,12,1.0741,99.0414,41.58,17.68,5.29,61.16,1117215,11.2133
ARG,Argentina,CHACO,2020,2,164,14.6794,99.0414,39.63,12.6,1.72,59.06,1117215,11.2133
ARG,Argentina,CHACO,2020,3,880,78.7673,99.0414,43.03,15.49,4.28,52.81,1117215,11.2133
ARG,Argentina,CHACO,2020,4,846,75.724,99.0414,36.29,10.12,2.77,62.0,1117215,11.2133
ARG,Argentina,CHACO,2020,5,734,65.6991,99.0414,31.28,5.38,0.9,60.49,1117215,11.2133
ARG,Argentina,CHACO,2020,6,56,5.0125,99.0414,33.4,2.56,1.28,61.63,1117215,11.2133
ARG,Argentina,CHACO,2020,7,1,0.0895,99.0414,34.02,1.08,0.4,60.66,1117215,11.2133
ARG,Argentina,CHACO,2020,8,1,0.0895,99.0414,37.72,1.55,0.02,46.89,1117215,11.2133
ARG,Argentina,CHACO,2020,9,1,0.0895,99.0414,42.81,6.77,0.12,43.9,1117215,11.2133
ARG,Argentina,CHACO,2020,10,1,0.0895,99.0414,43.52,13.44,1.52,40.12,1117215,11.2133
ARG,Argentina,CHACO,2020,11,1,0.0895,99.0414,43.57,14.82,5.25,51.13,1117215,11.2133
ARG,Argentina,CHACO,2020,12,0,0.0,99.0414,40.85,15.21,3.5,57.7,1117215,11.2133
ARG,Argentina,CHACO,2021,1,0,0.0,99.0414,40.54,16.02,3.06,58.41,1123410,11.2755
ARG,Argentina,CHACO,2021,2,0,0.0,99.0414,42.4,18.13,1.15,53.85,1123410,11.2755
ARG,Argentina,CHACO,2021,3,0,0.0,99.0414,40.14,13.84,5.04,57.55,1123410,11.2755
ARG,Argentina,CHACO,2021,4,1,0.089,99.0414,33.23,8.22,5.25,79.73,1123410,11.2755
ARG,Argentina,CHACO,2021,5,1,0.089,99.0414,31.18,4.62,0.94,73.7,1123410,11.2755
ARG,Argentina,CHACO,2021,6,0,0.0,99.0414,32.97,0.12,1.25,71.79,1123410,11.2755
ARG,Argentina,CHACO,2021,7,0,0.0,99.0414,33.37,-0.09,0.15,57.43,1123410,11.2755
ARG,Argentina,CHACO,2021,8,0,0.0,99.0414,38.39,3.8,0.04,52.53,1123410,11.2755
ARG,Argentina,CHACO,2021,9,0,0.0,99.0414,40.99,9.22,1.41,49.52,1123410,11.2755
ARG,Argentina,CHACO,2021,10,0,0.0,99.0414,41.79,11.01,1.91,50.64,1123410,11.2755
ARG,Argentina,CHACO,2021,11,0,0.0,99.0414,39.5,13.51,6.28,59.23,1123410,11.2755
ARG,Argentina,CHACO,2021,12,0,0.0,99.0414,42.26,16.33,2.73,47.96,1123410,11.2755
ARG,Argentina,CHACO,2022,1,0,0.0,99.0414,44.82,18.53,1.89,39.13,1129606,11.3377
ARG,Argentina,CHACO,2022,2,0,0.0,99.0414,42.53,15.2,2.98,45.52,1129606,11.3377
ARG,Argentina,CHACO,2022,3,0,0.0,99.0414,40.41,7.23,6.09,63.52,1129606,11.3377
ARG,Argentina,CHACO,2022,4,0,0.0,99.0414,34.29,7.51,4.39,79.41,1129606,11.3377
ARG,Argentina,CHACO,2022,5,0,0.0,99.0414,32.15,3.38,0.74,75.25,1129606,11.3377
ARG,Argentina,CHACO,2022,6,0,0.0,99.0414,27.36,2.73,0.85,72.54,1129606,11.3377
ARG,Argentina,CHACO,2022,7,0,0.0,99.0414,36.47,2.87,0.35,59.88,1129606,11.3377
ARG,Argentina,CHACO,2022,8,0,0.0,99.0414,37.71,2.25,0.16,52.58,1129606,11.3377
ARG,Argentina,CHACO,2022,9,0,0.0,99.0414,38.27,6.89,0.07,42.02,1129606,11.3377
ARG,Argentina,CHACO,2022,10,0,0.0,99.0414,40.07,8.68,1.95,47.49,1129606,11.3377
ARG,Argentina,CHACO,2022,11,0,0.0,99.0414,40.09,8.21,2.61,45.81,1129606,11.3377
ARG,Argentina,CHACO,2022,12,0,0.0,99.0414,44.69,17.96,4.45,47.03,1129606,11.3377
ARG,Argentina,CORDOBA,2014,1,0,0.0,98.9232,40.43,8.56,1.8,56.16,3486219,21.0876
ARG,Argentina,CORDOBA,2014,2,0,0.0,98.9232,36.65,6.69,8.32,80.25,3486219,21.0876
ARG,Argentina,CORDOBA,2014,3,0,0.0,98.9232,29.72,7.13,3.23,76.53,3486219,21.0876
ARG,Argentina,CORDOBA,2014,4,0,0.0,98.9232,29.33,0.28,5.07,78.64,3486219,21.0876
ARG,Argentina,CORDOBA,2014,5,0,0.0,98.9232,25.42,1.82,1.06,84.12,3486219,21.0876
ARG,Argentina,CORDOBA,2014,6,0,0.0,98.9232,25.11,0.31,0.16,76.18,3486219,21.0876
ARG,Argentina,CORDOBA,2014,7,0,0.0,98.9232,26.8,-1.47,0.09,67.12,3486219,21.0876
ARG,Argentina,CORDOBA,2014,8,0,0.0,98.9232,33.37,-0.77,0.01,54.92,3486219,21.0876
ARG,Argentina,CORDOBA,2014,9,0,0.0,98.9232,32.58,2.35,0.9,59.03,3486219,21.0876
ARG,Argentina,CORDOBA,2014,10,0,0.0,98.9232,39.38,3.79,2.91,57.36,3486219,21.0876
ARG,Argentina,CORDOBA,2014,11,0,0.0,98.9232,34.68,5.26,4.61,56.81,3486219,21.0876
ARG,Argentina,CORDOBA,2014,12,0,0.0,98.9232,38.02,6.98,2.84,62.18,3486219,21.0876
ARG,Argentina,CORDOBA,2015,1,0,0.0,98.9823,35.73,9.05,8.97,71.69,3530555,21.3558
ARG,Argentina,CORDOBA,2015,2,0,0.0,98.9823,32.82,9.34,11.45,80.6,3530555,21.3558
ARG,Argentina,CORDOBA,2015,3,0,0.0,98.9823,30.52,8.09,2.91,82.5,3530555,21.3558
ARG,Argentina,CORDOBA,2015,4,0,0.0,98.9823,29.46,6.68,1.52,79.69,3530555,21.3558
ARG,Argentina,CORDOBA,2015,5,0,0.0,98.9823,26.48,4.08,0.31,78.8,3530555,21.3558
ARG,Argentina,CORDOBA,2015,6,0,0.0,98.9823,31.11,-2.21,0.04,69.82,3530555,21.3558
ARG,Argentina,CORDOBA,2015,7,0,0.0,98.9823,28.89,-0.67,1.09,64.95,3530555,21.3558
ARG,Argentina,CORDOBA,2015,8,0,0.0,98.9823,36.96,1.64,0.63,67.1,3530555,21.3558
ARG,Argentina,CORDOBA,2015,9,0,0.0,98.9823,31.1,0.97,0.57,58.29,3530555,21.3558
ARG,Argentina,CORDOBA,2015,10,0,0.0,98.9823,32.23,3.49,0.87,61.46,3530555,21.3558
ARG,Argentina,CORDOBA,2015,11,0,0.0,98.9823,33.11,5.72,4.19,65.38,3530555,21.3558
ARG,Argentina,CORDOBA,2015,12,0,0.0,98.9823,35.87,10.21,2.99,64.5,3530555,21.3558
ARG,Argentina,CORDOBA,2016,1,0,0.0,99.0414,38.15,13.42,5.65,67.67,3574890,21.6239
ARG,Argentina,CORDOBA,2016,2,0,0.0,99.0414,33.88,10.41,7.22,76.24,3574890,21.6239
ARG,Argentina,CORDOBA,2016,3,0,0.0,99.0414,31.59,7.46,2.72,77.93,3574890,21.6239
ARG,Argentina,CORDOBA,2016,4,0,0.0,99.0414,31.22,-0.99,4.58,83.31,3574890,21.6239
ARG,Argentina,CORDOBA,2016,5,0,0.0,99.0414,20.35,3.47,0.36,86.38,3574890,21.6239
ARG,Argentina,CORDOBA,2016,6,0,0.0,99.0414,18.88,0.32,1.93,79.38,3574890,21.6239
ARG,Argentina,CORDOBA,2016,7,0,0.0,99.0414,22.61,-1.72,0.06,78.28,3574890,21.6239
ARG,Argentina,CORDOBA,2016,8,0,0.0,99.0414,30.66,1.63,0.13,61.11,3574890,21.6239
ARG,Argentina,CORDOBA,2016,9,0,0.0,99.0414,33.21,-2.76,0.02,53.46,3574890,21.6239
ARG,Argentina,CORDOBA,2016,10,0,0.0,99.0414,31.32,4.99,3.07,62.86,3574890,21.6239
ARG,Argentina,CORDOBA,2016,11,0,0.0,99.0414,36.71,5.01,2.19,53.89,3574890,21.6239
ARG,Argentina,CORDOBA,2016,12,0,0.0,99.0414,38.78,10.58,4.07,54.73,3574890,21.6239
ARG,Argentina,CORDOBA,2017,1,0,0.0,99.0414,40.8,11.59,2.48,58.03,3619226,21.8921
ARG,Argentina,CORDOBA,2017,2,0,0.0,99.0414,36.08,11.36,4.94,68.54,3619226,21.8921
ARG,Argentina,CORDOBA,2017,3,0,0.0,99.0414,36.41,7.76,1.82,67.76,3619226,21.8921
ARG,Argentina,CORDOBA,2017,4,0,0.0,99.0414,31.29,4.97,1.73,73.37,3619226,21.8921
ARG,Argentina,CORDOBA,2017,5,0,0.0,99.0414,30.55,2.93,1.18,76.65,3619226,21.8921
ARG,Argentina,CORDOBA,2017,6,0,0.0,99.0414,26.37,-2.06,1.52,69.71,3619226,21.8921
ARG,Argentina,CORDOBA,2017,7,0,0.0,99.0414,27.99,-3.94,0.1,69.3,3619226,21.8921
ARG,Argentina,CORDOBA,2017,8,0,0.0,99.0414,29.9,2.64,0.08,60.78,3619226,21.8921
ARG,Argentina,CORDOBA,2017,9,0,0.0,99.0414,32.1,2.72,3.63,62.99,3619226,21.8921
ARG,Argentina,CORDOBA,2017,10,0,0.0,99.0414,36.52,4.42,1.73,54.07,3619226,21.8921
ARG,Argentina,CORDOBA,2017,11,0,0.0,99.0414,37.21,8.15,2.36,49.2,3619226,21.8921
ARG,Argentina,CORDOBA,2017,12,0,0.0,99.0414,40.42,10.83,3.57,57.61,3619226,21.8921
ARG,Argentina,CORDOBA,2018,1,0,0.0,99.0414,37.06,12.74,2.84,58.21,3663562,22.1603
ARG,Argentina,CORDOBA,2018,2,0,0.0,99.0414,36.98,8.36,2.38,56.06,3663562,22.1603
ARG,Argentina,CORDOBA,2018,3,0,0.0,99.0414,38.3,5.43,0.47,50.1,3663562,22.1603
ARG,Argentina,CORDOBA,2018,4,0,0.0,99.0414,36.9,8.23,0.91,67.02,3663562,22.1603
ARG,Argentina,CORDOBA,2018,5,0,0.0,99.0414,30.82,3.79,3.38,76.94,3663562,22.1603
ARG,Argentina,CORDOBA,2018,6,0,0.0,99.0414,25.64,-2.7,0.06,65.87,3663562,22.1603
ARG,Argentina,CORDOBA,2018,7,0,0.0,99.0414,31.74,-2.06,0.02,65.68,3663562,22.1603
ARG,Argentina,CORDOBA,2018,8,0,0.0,99.0414,32.2,-2.02,0.04,48.07,3663562,22.1603
ARG,Argentina,CORDOBA,2018,9,0,0.0,99.0414,38.53,-0.12,0.86,58.84,3663562,22.1603
ARG,Argentina,CORDOBA,2018,10,0,0.0,99.0414,36.43,3.98,1.84,55.22,3663562,22.1603
ARG,Argentina,CORDOBA,2018,11,0,0.0,99.0414,35.23,8.35,6.32,65.36,3663562,22.1603
ARG,Argentina,CORDOBA,2018,12,0,0.0,99.0414,36.06,8.17,2.79,63.01,3663562,22.1603
ARG,Argentina,CORDOBA,2019,1,0,0.0,99.0414,38.15,8.87,6.6,74.37,3707898,22.4285
ARG,Argentina,CORDOBA,2019,2,1,0.027,99.0414,38.14,8.56,2.02,69.47,3707898,22.4285
ARG,Argentina,CORDOBA,2019,3,0,0.0,99.0414,35.39,7.06,4.54,76.02,3707898,22.4285
ARG,Argentina,CORDOBA,2019,4,1,0.027,99.0414,31.32,5.55,2.31,75.26,3707898,22.4285
ARG,Argentina,CORDOBA,2019,5,1,0.027,99.0414,28.69,1.4,0.68,77.53,3707898,22.4285
ARG,Argentina,CORDOBA,2019,6,0,0.0,99.0414,25.51,0.26,0.19,70.71,3707898,22.4285
ARG,Argentina,CORDOBA,2019,7,0,0.0,99.0414,30.09,-0.19,0.06,68.79,3707898,22.4285
ARG,Argentina,CORDOBA,2019,8,0,0.0,99.0414,32.1,-1.79,0.0,57.43,3707898,22.4285
ARG,Argentina,CORDOBA,2019,9,0,0.0,99.0414,34.91,-0.93,0.21,47.42,3707898,22.4285
ARG,Argentina,CORDOBA,2019,10,0,0.0,99.0414,38.41,4.83,1.97,56.94,3707898,22.4285
ARG,Argentina,CORDOBA,2019,11,0,0.0,99.0414,36.8,9.95,3.97,59.57,3707898,22.4285
ARG,Argentina,CORDOBA,2019,12,0,0.0,99.0414,38.58,9.88,5.45,55.18,3707898,22.4285
ARG,Argentina,CORDOBA,2020,1,12,0.3198,99.0414,38.58,11.45,1.92,64.27,3752234,22.6967
ARG,Argentina,CORDOBA,2020,2,232,6.183,99.0414,35.38,9.59,7.13,68.71,3752234,22.6967
ARG,Argentina,CORDOBA,2020,3,1833,48.8509,99.0414,37.03,11.01,2.79,67.67,3752234,22.6967
ARG,Argentina,CORDOBA,2020,4,1182,31.5012,99.0414,32.69,6.41,0.85,65.3,3752234,22.6967
ARG,Argentina,CORDOBA,2020,5,316,8.4216,99.0414,30.37,-0.55,0.0,57.66,3752234,22.6967
ARG,Argentina,CORDOBA,2020,6,5,0.1333,99.0414,26.9,0.05,0.01,61.7,3752234,22.6967
ARG,Argentina,CORDOBA,2020,7,0,0.0,99.0414,29.49,-1.02,0.01,56.32,3752234,22.6967
ARG,Argentina,CORDOBA,2020,8,0,0.0,99.0414,32.75,-3.47,0.0,39.63,3752234,22.6967
ARG,Argentina,CORDOBA,2020,9,0,0.0,99.0414,36.97,2.17,0.23,43.27,3752234,22.6967
ARG,Argentina,CORDOBA,2020,10,0,0.0,99.0414,37.9,3.38,1.01,46.48,3752234,22.6967
ARG,Argentina,CORDOBA,2020,11,0,0.0,99.0414,39.57,7.47,1.84,53.6,3752234,22.6967
ARG,Argentina,CORDOBA,2020,12,1,0.0267,99.0414,37.37,8.46,3.45,49.67,3752234,22.6967
ARG,Argentina,CORDOBA,2021,1,0,0.0,99.0414,35.36,10.32,5.73,64.27,3796569,22.9648
ARG,Argentina,CORDOBA,2021,2,0,0.0,99.0414,34.21,11.14,2.59,68.99,3796569,22.9648
ARG,Argentina,CORDOBA,2021,3,1,0.0263,99.0414,33.52,7.18,3.59,70.58,3796569,22.9648
ARG,Argentina,CORDOBA,2021,4,2,0.0527,99.0414,29.76,7.4,1.48,77.41,3796569,22.9648
ARG,Argentina,CORDOBA,2021,5,3,0.079,99.0414,28.5,2.74,1.0,69.45,3796569,22.9648
ARG,Argentina,CORDOBA,2021,6,0,0.0,99.0414,27.33,-4.41,0.46,73.39,3796569,22.9648
ARG,Argentina,CORDOBA,2021,7,0,0.0,99.0414,28.11,-1.74,0.04,58.64,3796569,22.9648
ARG,Argentina,CORDOBA,2021,8,0,0.0,99.0414,31.11,-1.33,0.0,50.67,3796569,22.9648
ARG,Argentina,CORDOBA,2021,9,0,0.0,99.0414,32.4,2.87,0.64,55.07,3796569,22.9648
ARG,Argentina,CORDOBA,2021,10,0,0.0,99.0414,37.38,3.99,2.14,43.51,3796569,22.9648
ARG,Argentina,CORDOBA,2021,11,0,0.0,99.0414,37.15,5.8,4.67,58.83,3796569,22.9648
ARG,Argentina,CORDOBA,2021,12,0,0.0,99.0414,36.91,13.04,2.22,59.24,3796569,22.9648
ARG,Argentina,CORDOBA,2022,1,0,0.0,99.0414,39.89,11.86,4.54,56.34,3840905,23.233
ARG,Argentina,CORDOBA,2022,2,0,0.0,99.0414,36.82,8.55,2.68,60.29,3840905,23.233
ARG,Argentina,CORDOBA,2022,3,0,0.0,99.0414,33.55,5.35,2.51,61.64,3840905,23.233
ARG,Argentina,CORDOBA,2022,4,0,0.0,99.0414,31.43,3.23,0.44,62.25,3840905,23.233
ARG,Argentina,CORDOBA,2022,5,0,0.0,99.0414,26.29,-0.14,0.46,66.03,3840905,23.233
ARG,Argentina,CORDOBA,2022,6,0,0.0,99.0414,24.42,-2.02,0.17,64.56,3840905,23.233
ARG,Argentina,CORDOBA,2022,7,0,0.0,99.0414,28.23,-0.42,0.04,55.74,3840905,23.233
ARG,Argentina,CORDOBA,2022,8,0,0.0,99.0414,29.89,-0.03,0.56,52.9,3840905,23.233
ARG,Argentina,CORDOBA,2022,9,0,0.0,99.0414,31.61,1.95,0.61,40.27,3840905,23.233
ARG,Argentina,CORDOBA,2022,10,0,0.0,99.0414,36.2,2.28,0.89,46.44,3840905,23.233
ARG,Argentina,CORDOBA,2022,11,0,0.0,99.0414,37.89,2.27,2.04,45.33,3840905,23.233
ARG,Argentina,CORDOBA,2022,12,0,0.0,99.0414,41.61,10.68,2.5,47.24,3840905,23.233
ARG,Argentina,CORRIENTES,2014,1,0,0.0,98.9232,40.29,17.02,6.04,61.87,1065962,12.0859
ARG,Argentina,CORRIENTES,2014,2,0,0.0,98.9232,40.2,12.07,7.0,70.64,1065962,12.0859
ARG,Argentina,CORRIENTES,2014,3,0,0.0,98.9232,34.91,7.42,6.2,78.02,1065962,12.0859
ARG,Argentina,CORRIENTES,2014,4,0,0.0,98.9232,31.58,6.13,3.42,83.67,1065962,12.0859
ARG,Argentina,CORRIENTES,2014,5,0,0.0,98.9232,27.57,2.71,3.3,87.27,1065962,12.0859
ARG,Argentina,CORRIENTES,2014,6,0,0.0,98.9232,25.74,2.46,1.52,85.33,1065962,12.0859
ARG,Argentina,CORRIENTES,2014,7,0,0.0,98.9232,26.34,1.3,2.34,84.78,1065962,12.0859
ARG,Argentina,CORRIENTES,2014,8,0,0.0,98.9232,31.91,0.37,0.52,78.6,1065962,12.0859
ARG,Argentina,CORRIENTES,2014,9,0,0.0,98.9232,31.5,7.92,5.57,81.92,1065962,12.0859
ARG,Argentina,CORRIENTES,2014,10,0,0.0,98.9232,38.61,11.4,3.51,77.35,1065962,12.0859
ARG,Argentina,CORRIENTES,2014,11,0,0.0,98.9232,35.5,10.32,4.11,68.65,1065962,12.0859
ARG,Argentina,CORRIENTES,2014,12,0,0.0,98.9232,38.03,11.78,10.37,74.88,1065962,12.0859
ARG,Argentina,CORRIENTES,2015,1,0,0.0,98.9823,34.59,15.05,7.01,81.43,1084304,12.2938
ARG,Argentina,CORRIENTES,2015,2,0,0.0,98.9823,35.76,14.38,5.85,79.23,1084304,12.2938
ARG,Argentina,CORRIENTES,2015,3,0,0.0,98.9823,35.44,11.42,2.45,76.49,1084304,12.2938
ARG,Argentina,CORRIENTES,2015,4,0,0.0,98.9823,31.31,10.29,1.4,72.51,1084304,12.2938
ARG,Argentina,CORRIENTES,2015,5,0,0.0,98.9823,29.7,4.72,3.67,82.1,1084304,12.2938
ARG,Argentina,CORRIENTES,2015,6,0,0.0,98.9823,28.73,-0.58,2.19,82.41,1084304,12.2938
ARG,Argentina,CORRIENTES,2015,7,0,0.0,98.9823,28.13,2.32,0.93,83.86,1084304,12.2938
ARG,Argentina,CORRIENTES,2015,8,0,0.0,98.9823,32.98,6.79,5.41,82.62,1084304,12.2938
ARG,Argentina,CORRIENTES,2015,9,0,0.0,98.9823,33.83,2.64,1.18,74.32,1084304,12.2938
ARG,Argentina,CORRIENTES,2015,10,0,0.0,98.9823,32.7,6.91,7.75,79.51,1084304,12.2938
ARG,Argentina,CORRIENTES,2015,11,0,0.0,98.9823,34.12,10.02,10.74,79.98,1084304,12.2938
ARG,Argentina,CORRIENTES,2015,12,0,0.0,98.9823,33.17,11.5,10.55,82.19,1084304,12.2938
ARG,Argentina,CORRIENTES,2016,1,0,0.0,99.0414,37.68,15.31,3.6,77.59,1102646,12.5018
ARG,Argentina,CORRIENTES,2016,2,0,0.0,99.0414,36.48,12.93,3.98,78.45,1102646,12.5018
ARG,Argentina,CORRIENTES,2016,3,0,0.0,99.0414,35.69,13.3,3.13,76.11,1102646,12.5018
ARG,Argentina,CORRIENTES,2016,4,0,0.0,99.0414,33.55,3.43,12.4,87.81,1102646,12.5018
ARG,Argentina,CORRIENTES,2016,5,0,0.0,99.0414,22.84,4.37,1.6,88.12,1102646,12.5018
ARG,Argentina,CORRIENTES,2016,6,0,0.0,99.0414,25.58,0.34,4.15,85.8,1102646,12.5018
ARG,Argentina,CORRIENTES,2016,7,0,0.0,99.0414,26.38,0.7,1.75,87.91,1102646,12.5018
ARG,Argentina,CORRIENTES,2016,8,0,0.0,99.0414,31.55,2.47,2.31,81.61,1102646,12.5018
ARG,Argentina,CORRIENTES,2016,9,0,0.0,99.0414,32.23,3.42,0.56,74.58,1102646,12.5018
ARG,Argentina,CORRIENTES,2016,10,0,0.0,99.0414,33.5,6.98,8.03,78.17,1102646,12.5018
ARG,Argentina,CORRIENTES,2016,11,0,0.0,99.0414,35.2,7.57,3.58,72.24,1102646,12.5018
ARG,Argentina,CORRIENTES,2016,12,0,0.0,99.0414,38.2,10.64,4.33,70.33,1102646,12.5018
ARG,Argentina,CORRIENTES,2017,1,0,0.0,99.0414,38.86,14.68,3.45,68.57,1120987,12.7097
ARG,Argentina,CORRIENTES,2017,2,0,0.0,99.0414,37.38,14.39,6.43,73.2,1120987,12.7097
ARG,Argentina,CORRIENTES,2017,3,0,0.0,99.0414,35.23,9.78,4.42,78.3,1120987,12.7097
ARG,Argentina,CORRIENTES,2017,4,0,0.0,99.0414,31.4,5.34,9.83,81.8,1120987,12.7097
ARG,Argentina,CORRIENTES,2017,5,0,0.0,99.0414,27.58,7.84,7.88,90.19,1120987,12.7097
ARG,Argentina,CORRIENTES,2017,6,0,0.0,99.0414,25.95,0.29,1.56,89.34,1120987,12.7097
ARG,Argentina,CORRIENTES,2017,7,0,0.0,99.0414,26.22,-1.08,1.24,86.12,1120987,12.7097
ARG,Argentina,CORRIENTES,2017,8,0,0.0,99.0414,30.57,3.05,3.67,84.64,1120987,12.7097
ARG,Argentina,CORRIENTES,2017,9,0,0.0,99.0414,32.43,8.71,3.77,85.35,1120987,12.7097
ARG,Argentina,CORRIENTES,2017,10,0,0.0,99.0414,35.41,8.04,2.81,78.61,1120987,12.7097
ARG,Argentina,CORRIENTES,2017,11,0,0.0,99.0414,36.04,9.05,3.27,66.83,1120987,12.7097
ARG,Argentina,CORRIENTES,2017,12,0,0.0,99.0414,41.84,15.95,1.97,56.76,1120987,12.7097
ARG,Argentina,CORRIENTES,2018,1,0,0.0,99.0414,38.6,16.05,5.03,65.23,1139329,12.9177
ARG,Argentina,CORRIENTES,2018,2,0,0.0,99.0414,37.84,12.66,1.21,62.31,1139329,12.9177
