iso_a0,pais,adm_1_name,ano,mes,casos_dengue,incidencia_dengue,agua_basica,tmax_promedio,tmin_promedio,precipitacion,humedad_promedio,tmax_lag1,tmax_lag2,tmax_lag3,tmin_lag1,tmin_lag2,tmin_lag3,precipitacion_lag1,precipitacion_lag2,precipitacion_lag3,humedad_lag1,humedad_lag2,humedad_lag3,incidencia_lag1,incidencia_lag2,incidencia_lag3,poblacion
MEX,Mexico,JALISCO,2019,4,322,3.9038,98.4694,36.25,9.33,0.0,29.79,34.07,32.29,27.51,11.02,7.93,3.62,0.01,0.05,0.26,40.33,50.94,59.64,6.2315,5.6617,6.8256,8248404
MEX,Mexico,JALISCO,2019,5,493,5.9769,98.4694,36.58,12.46,0.19,30.09,36.25,34.07,32.29,9.33,11.02,7.93,0.0,0.01,0.05,29.79,40.33,50.94,3.9038,6.2315,5.6617,8248404
MEX,Mexico,JALISCO,2019,6,1358,16.4638,98.4694,36.42,15.76,3.3,56.18,36.58,36.25,34.07,12.46,9.33,11.02,0.19,0.0,0.01,30.09,29.79,40.33,5.9769,3.9038,6.2315,8248404
MEX,Mexico,JALISCO,2019,7,2206,26.7446,98.4694,31.62,14.92,7.89,74.93,36.42,36.58,36.25,15.76,12.46,9.33,3.3,0.19,0.0,56.18,30.09,29.79,16.4638,5.9769,3.9038,8248404
MEX,Mexico,JALISCO,2019,8,0,0.0,98.4694,28.46,14.5,5.28,80.01,31.62,36.42,36.58,14.92,15.76,12.46,7.89,3.3,0.19,74.93,56.18,30.09,26.7446,16.4638,5.9769,8248404
MEX,Mexico,JALISCO,2019,9,0,0.0,98.4694,28.63,14.82,4.83,80.93,28.46,31.62,36.42,14.5,14.92,15.76,5.28,7.89,3.3,80.01,74.93,56.18,0.0,26.7446,16.4638,8248404
MEX,Mexico,JALISCO,2019,10,0,0.0,98.4694,28.73,11.42,3.27,78.5,28.63,28.46,31.62,14.82,14.5,14.92,4.83,5.28,7.89,80.93,80.01,74.93,0.0,0.0,26.7446,8248404
MEX,Mexico,JALISCO,2019,11,0,0.0,98.4694,27.72,10.9,1.48,74.79,28.73,28.63,28.46,11.42,14.82,14.5,3.27,4.83,5.28,78.5,80.93,80.01,0.0,0.0,0.0,8248404
MEX,Mexico,JALISCO,2019,12,1185,14.3664,98.4694,28.44,6.38,0.14,61.81,27.72,28.73,28.63,10.9,11.42,14.82,1.48,3.27,4.83,74.79,78.5,80.93,0.0,0.0,0.0,8248404
MEX,Mexico,JALISCO,2020,1,724,8.6726,98.7408,27.09,0.94,1.4,58.47,28.44,27.72,28.73,6.38,10.9,11.42,0.14,1.48,3.27,61.81,74.79,78.5,14.3664,0.0,0.0,8348151
MEX,Mexico,JALISCO,2020,2,480,5.7498,98.7408,31.42,7.71,1.35,58.36,27.09,28.44,27.72,0.94,6.38,10.9,1.4,0.14,1.48,58.47,61.81,74.79,8.6726,14.3664,0.0,8348151
MEX,Mexico,JALISCO,2020,3,462,5.5342,98.7408,35.48,9.8,0.04,46.43,31.42,27.09,28.44,7.71,0.94,6.38,1.35,1.4,0.14,58.36,58.47,61.81,5.7498,8.6726,14.3664,8348151
MEX,Mexico,JALISCO,2020,4,400,4.7915,98.7408,36.46,13.11,0.01,30.3,35.48,31.42,27.09,9.8,7.71,0.94,0.04,1.35,1.4,46.43,58.36,58.47,5.5342,5.7498,8.6726,8348151
MEX,Mexico,JALISCO,2020,5,1592,19.0701,98.7408,35.92,11.33,0.74,36.3,36.46,35.48,31.42,13.11,9.8,7.71,0.01,0.04,1.35,30.3,46.43,58.36,4.7915,5.5342,5.7498,8348151
MEX,Mexico,JALISCO,2020,6,2072,24.8199,98.7408,37.59,15.84,3.98,56.98,35.92,36.46,35.48,11.33,13.11,9.8,0.74,0.01,0.04,36.3,30.3,46.43,19.0701,4.7915,5.5342,8348151
MEX,Mexico,JALISCO,2020,7,2288,27.4073,98.7408,30.19,15.54,6.52,76.34,37.59,35.92,36.46,15.84,11.33,13.11,3.98,0.74,0.01,56.98,36.3,30.3,24.8199,19.0701,4.7915,8348151
MEX,Mexico,JALISCO,2020,8,3395,40.6677,98.7408,29.71,14.35,5.5,79.37,30.19,37.59,35.92,15.54,15.84,11.33,6.52,3.98,0.74,76.34,56.98,36.3,27.4073,24.8199,19.0701,8348151
MEX,Mexico,JALISCO,2020,9,1699,20.3518,98.7408,29.13,10.8,4.33,79.68,29.71,30.19,37.59,14.35,15.54,15.84,5.5,6.52,3.98,79.37,76.34,56.98,40.6677,27.4073,24.8199,8348151
MEX,Mexico,JALISCO,2020,10,0,0.0,98.7408,29.67,7.16,0.74,65.08,29.13,29.71,30.19,10.8,14.35,15.54,4.33,5.5,6.52,79.68,79.37,76.34,20.3518,40.6677,27.4073,8348151
MEX,Mexico,JALISCO,2020,11,2867,34.3429,98.7408,30.5,6.96,0.0,56.94,29.67,29.13,29.71,7.16,10.8,14.35,0.74,4.33,5.5,65.08,79.68,79.37,0.0,20.3518,40.6677,8348151
MEX,Mexico,JALISCO,2020,12,791,9.4752,98.7408,28.51,6.65,0.2,54.23,30.5,29.67,29.13,6.96,7.16,10.8,0.0,0.74,4.33,56.94,65.08,79.68,34.3429,0.0,20.3518,8348151
MEX,Mexico,JALISCO,2021,1,331,3.9129,99.0091,30.93,3.66,0.04,44.69,28.51,30.5,29.67,6.65,6.96,7.16,0.2,0.0,0.74,54.23,56.94,65.08,9.4752,34.3429,0.0,8459186
MEX,Mexico,JALISCO,2021,2,173,2.0451,99.0091,31.96,5.29,0.02,40.73,30.93,28.51,30.5,3.66,6.65,6.96,0.04,0.2,0.0,44.69,54.23,56.94,3.9129,9.4752,34.3429,8459186
MEX,Mexico,JALISCO,2021,3,164,1.9387,99.0091,34.54,10.86,0.0,28.86,31.96,30.93,28.51,5.29,3.66,6.65,0.02,0.04,0.2,40.73,44.69,54.23,2.0451,3.9129,9.4752,8459186
MEX,Mexico,JALISCO,2021,4,185,2.187,99.0091,35.42,12.58,0.01,32.21,34.54,31.96,30.93,10.86,5.29,3.66,0.0,0.02,0.04,28.86,40.73,44.69,1.9387,2.0451,3.9129,8459186
MEX,Mexico,JALISCO,2021,5,356,4.2084,99.0091,36.76,11.55,0.5,37.88,35.42,34.54,31.96,12.58,10.86,5.29,0.01,0.0,0.02,32.21,28.86,40.73,2.187,1.9387,2.0451,8459186
MEX,Mexico,JALISCO,2021,6,421,4.9768,99.0091,36.15,14.5,5.73,65.11,36.76,35.42,34.54,11.55,12.58,10.86,0.5,0.01,0.0,37.88,32.21,28.86,4.2084,2.187,1.9387,8459186
MEX,Mexico,JALISCO,2021,7,599,7.0811,99.0091,28.96,15.35,8.8,79.23,36.15,36.76,35.42,14.5,11.55,12.58,5.73,0.5,0.01,65.11,37.88,32.21,4.9768,4.2084,2.187,8459186
MEX,Mexico,JALISCO,2021,8,597,7.0574,99.0091,28.22,14.79,6.14,81.4,28.96,36.15,36.76,15.35,14.5,11.55,8.8,5.73,0.5,79.23,65.11,37.88,7.0811,4.9768,4.2084,8459186
MEX,Mexico,JALISCO,2021,9,367,4.3385,99.0091,27.43,13.31,5.59,81.99,28.22,28.96,36.15,14.79,15.35,14.5,6.14,8.8,5.73,81.4,79.23,65.11,7.0574,7.0811,4.9768,8459186
MEX,Mexico,JALISCO,2021,10,419,4.9532,99.0091,29.03,12.42,2.19,77.35,27.43,28.22,28.96,13.31,14.79,15.35,5.59,6.14,8.8,81.99,81.4,79.23,4.3385,7.0574,7.0811,8459186
MEX,Mexico,JALISCO,2021,11,223,2.6362,99.0091,26.54,6.5,0.04,62.99,29.03,27.43,28.22,12.42,13.31,14.79,2.19,5.59,6.14,77.35,81.99,81.4,4.9532,4.3385,7.0574,8459186
MEX,Mexico,JALISCO,2021,12,34,0.4019,99.0091,28.59,5.82,0.02,54.07,26.54,29.03,27.43,6.5,12.42,13.31,0.04,2.19,5.59,62.99,77.35,81.99,2.6362,4.9532,4.3385,8459186
MEX,Mexico,JALISCO,2022,1,117,1.3652,99.2738,28.3,7.39,0.02,51.35,28.59,26.54,29.03,5.82,6.5,12.42,0.02,0.04,2.19,54.07,62.99,77.35,0.4019,2.6362,4.9532,8570221
MEX,Mexico,JALISCO,2022,2,63,0.7351,99.2738,32.15,6.69,0.02,42.29,28.3,28.59,26.54,7.39,5.82,6.5,0.02,0.02,0.04,51.35,54.07,62.99,1.3652,0.4019,2.6362,8570221
MEX,Mexico,JALISCO,2022,3,95,1.1085,99.2738,33.67,8.61,0.0,28.64,32.15,28.3,28.59,6.69,7.39,5.82,0.02,0.02,0.02,42.29,51.35,54.07,0.7351,1.3652,0.4019,8570221
MEX,Mexico,JALISCO,2022,4,148,1.7269,99.2738,37.36,11.18,0.07,31.2,33.67,32.15,28.3,8.61,6.69,7.39,0.0,0.02,0.02,28.64,42.29,51.35,1.1085,0.7351,1.3652,8570221
MEX,Mexico,JALISCO,2022,5,346,4.0372,99.2738,36.82,12.79,0.47,34.43,37.36,33.67,32.15,11.18,8.61,6.69,0.07,0.0,0.02,31.2,28.64,42.29,1.7269,1.1085,0.7351,8570221
MEX,Mexico,JALISCO,2022,6,465,5.4258,99.2738,34.38,15.68,5.15,65.95,36.82,37.36,33.67,12.79,11.18,8.61,0.47,0.07,0.0,34.43,31.2,28.64,4.0372,1.7269,1.1085,8570221
MEX,Mexico,JALISCO,2022,7,467,5.4491,99.2738,30.43,16.1,9.52,78.61,34.38,36.82,37.36,15.68,12.79,11.18,5.15,0.47,0.07,65.95,34.43,31.2,5.4258,4.0372,1.7269,8570221
MEX,Mexico,JALISCO,2022,8,44,0.5134,99.2738,27.33,15.67,7.07,81.46,30.43,34.38,36.82,16.1,15.68,12.79,9.52,5.15,0.47,78.61,65.95,34.43,5.4491,5.4258,4.0372,8570221
MEX,Mexico,JALISCO,2022,9,0,0.0,99.2738,28.02,11.67,2.76,78.19,27.33,30.43,34.38,15.67,16.1,15.68,7.07,9.52,5.15,81.46,78.61,65.95,0.5134,5.4491,5.4258,8570221
MEX,Mexico,JALISCO,2022,10,0,0.0,99.2738,28.59,10.86,1.71,75.56,28.02,27.33,30.43,11.67,15.67,16.1,2.76,7.07,9.52,78.19,81.46,78.61,0.0,0.5134,5.4491,8570221
MEX,Mexico,JALISCO,2022,11,0,0.0,99.2738,28.74,10.13,0.08,62.29,28.59,28.02,27.33,10.86,11.67,15.67,1.71,2.76,7.07,75.56,78.19,81.46,0.0,0.0,0.5134,8570221
MEX,Mexico,JALISCO,2022,12,4,0.0467,99.2738,28.43,6.66,0.07,55.73,28.74,28.59,28.02,10.13,10.86,11.67,0.08,1.71,2.76,62.29,75.56,78.19,0.0,0.0,0.0,8570221
MEX,Mexico,MEXICO,2014,4,0,0.0,97.0663,29.26,4.05,0.52,50.68,27.95,24.07,21.62,3.04,3.01,-0.38,0.33,0.08,0.16,53.08,53.8,66.81,0.0,0.0,0.0,15902484
MEX,Mexico,MEXICO,2014,5,0,0.0,97.0663,27.02,3.47,3.13,64.03,29.26,27.95,24.07,4.05,3.04,3.01,0.52,0.33,0.08,50.68,53.08,53.8,0.0,0.0,0.0,15902484
MEX,Mexico,MEXICO,2014,6,0,0.0,97.0663,25.84,8.38,6.42,76.26,27.02,29.26,27.95,3.47,4.05,3.04,3.13,0.52,0.33,64.03,50.68,53.08,0.0,0.0,0.0,15902484
MEX,Mexico,MEXICO,2014,7,0,0.0,97.0663,23.25,7.12,4.2,78.22,25.84,27.02,29.26,8.38,3.47,4.05,6.42,3.13,0.52,76.26,64.03,50.68,0.0,0.0,0.0,15902484
MEX,Mexico,MEXICO,2014,8,0,0.0,97.0663,23.15,6.73,3.88,77.57,23.25,25.84,27.02,7.12,8.38,3.47,4.2,6.42,3.13,78.22,76.26,64.03,0.0,0.0,0.0,15902484
MEX,Mexico,MEXICO,2014,9,0,0.0,97.0663,21.54,7.08,4.94,82.88,23.15,23.25,25.84,6.73,7.12,8.38,3.88,4.2,6.42,77.57,78.22,76.26,0.0,0.0,0.0,15902484
MEX,Mexico,MEXICO,2014,10,0,0.0,97.0663,21.45,3.49,3.34,81.22,21.54,23.15,23.25,7.08,6.73,7.12,4.94,3.88,4.2,82.88,77.57,78.22,0.0,0.0,0.0,15902484
MEX,Mexico,MEXICO,2014,11,0,0.0,97.0663,21.1,-0.86,0.38,75.44,21.45,21.54,23.15,3.49,7.08,6.73,3.34,4.94,3.88,81.22,82.88,77.57,0.0,0.0,0.0,15902484
MEX,Mexico,MEXICO,2014,12,0,0.0,97.0663,21.84,1.48,0.59,71.74,21.1,21.45,21.54,-0.86,3.49,7.08,0.38,3.34,4.94,75.44,81.22,82.88,0.0,0.0,0.0,15902484
MEX,Mexico,MEXICO,2015,1,0,0.0,97.3531,21.07,0.87,0.11,68.23,21.84,21.1,21.45,1.48,-0.86,3.49,0.59,0.38,3.34,71.74,75.44,81.22,0.0,0.0,0.0,16084140
MEX,Mexico,MEXICO,2015,2,0,0.0,97.3531,25.04,0.73,0.21,59.41,21.07,21.84,21.1,0.87,1.48,-0.86,0.11,0.59,0.38,68.23,71.74,75.44,0.0,0.0,0.0,16084140
MEX,Mexico,MEXICO,2015,3,0,0.0,97.3531,25.15,2.88,2.15,66.18,25.04,21.07,21.84,0.73,0.87,1.48,0.21,0.11,0.59,59.41,68.23,71.74,0.0,0.0,0.0,16084140
MEX,Mexico,MEXICO,2015,4,0,0.0,97.3531,27.24,6.58,0.78,60.07,25.15,25.04,21.07,2.88,0.73,0.87,2.15,0.21,0.11,66.18,59.41,68.23,0.0,0.0,0.0,16084140
MEX,Mexico,MEXICO,2015,5,0,0.0,97.3531,26.69,9.07,3.78,69.3,27.24,25.15,25.04,6.58,2.88,0.73,0.78,2.15,0.21,60.07,66.18,59.41,0.0,0.0,0.0,16084140
MEX,Mexico,MEXICO,2015,6,0,0.0,97.3531,26.44,8.15,3.55,74.05,26.69,27.24,25.15,9.07,6.58,2.88,3.78,0.78,2.15,69.3,60.07,66.18,0.0,0.0,0.0,16084140
MEX,Mexico,MEXICO,2015,7,0,0.0,97.3531,24.0,6.86,4.1,78.01,26.44,26.69,27.24,8.15,9.07,6.58,3.55,3.78,0.78,74.05,69.3,60.07,0.0,0.0,0.0,16084140
MEX,Mexico,MEXICO,2015,8,0,0.0,97.3531,23.87,7.57,3.65,77.65,24.0,26.44,26.69,6.86,8.15,9.07,4.1,3.55,3.78,78.01,74.05,69.3,0.0,0.0,0.0,16084140
MEX,Mexico,MEXICO,2015,9,0,0.0,97.3531,23.07,4.43,5.15,82.44,23.87,24.0,26.44,7.57,6.86,8.15,3.65,4.1,3.55,77.65,78.01,74.05,0.0,0.0,0.0,16084140
MEX,Mexico,MEXICO,2015,10,0,0.0,97.3531,23.16,4.45,1.51,78.33,23.07,23.87,24.0,4.43,7.57,6.86,5.15,3.65,4.1,82.44,77.65,78.01,0.0,0.0,0.0,16084140
MEX,Mexico,MEXICO,2015,11,0,0.0,97.3531,23.45,5.4,0.62,77.56,23.16,23.07,23.87,4.45,4.43,7.57,1.51,5.15,3.65,78.33,82.44,77.65,0.0,0.0,0.0,16084140
MEX,Mexico,MEXICO,2015,12,0,0.0,97.3531,23.77,3.28,0.31,69.88,23.45,23.16,23.07,5.4,4.45,4.43,0.62,1.51,5.15,77.56,78.33,82.44,0.0,0.0,0.0,16084140
MEX,Mexico,MEXICO,2016,1,0,0.0,97.6369,22.46,-0.86,0.31,59.01,23.77,23.45,23.16,3.28,5.4,4.45,0.31,0.62,1.51,69.88,77.56,78.33,0.0,0.0,0.0,16265796
MEX,Mexico,MEXICO,2016,2,0,0.0,97.6369,25.17,-1.05,0.13,47.69,22.46,23.77,23.45,-0.86,3.28,5.4,0.31,0.31,0.62,59.01,69.88,77.56,0.0,0.0,0.0,16265796
MEX,Mexico,MEXICO,2016,3,0,0.0,97.6369,27.02,0.58,1.21,50.42,25.17,22.46,23.77,-1.05,-0.86,3.28,0.13,0.31,0.31,47.69,59.01,69.88,0.0,0.0,0.0,16265796
MEX,Mexico,MEXICO,2016,4,0,0.0,97.6369,28.32,7.28,0.84,41.07,27.02,25.17,22.46,0.58,-1.05,-0.86,1.21,0.13,0.31,50.42,47.69,59.01,0.0,0.0,0.0,16265796
MEX,Mexico,MEXICO,2016,5,0,0.0,97.6369,30.26,9.27,2.37,54.31,28.32,27.02,25.17,7.28,0.58,-1.05,0.84,1.21,0.13,41.07,50.42,47.69,0.0,0.0,0.0,16265796
MEX,Mexico,MEXICO,2016,6,0,0.0,97.6369,24.11,8.7,5.54,74.83,30.26,28.32,27.02,9.27,7.28,0.58,2.37,0.84,1.21,54.31,41.07,50.42,0.0,0.0,0.0,16265796
MEX,Mexico,MEXICO,2016,7,0,0.0,97.6369,24.2,8.39,5.43,77.19,24.11,30.26,28.32,8.7,9.27,7.28,5.54,2.37,0.84,74.83,54.31,41.07,0.0,0.0,0.0,16265796
MEX,Mexico,MEXICO,2016,8,0,0.0,97.6369,23.36,7.82,5.94,81.2,24.2,24.11,30.26,8.39,8.7,9.27,5.43,5.54,2.37,77.19,74.83,54.31,0.0,0.0,0.0,16265796
MEX,Mexico,MEXICO,2016,9,0,0.0,97.6369,22.78,7.77,4.84,82.82,23.36,24.2,24.11,7.82,8.39,8.7,5.94,5.43,5.54,81.2,77.19,74.83,0.0,0.0,0.0,16265796
MEX,Mexico,MEXICO,2016,10,0,0.0,97.6369,22.88,2.18,0.95,79.02,22.78,23.36,24.2,7.77,7.82,8.39,4.84,5.94,5.43,82.82,81.2,77.19,0.0,0.0,0.0,16265796
MEX,Mexico,MEXICO,2016,11,0,0.0,97.6369,21.46,3.36,1.6,78.22,22.88,22.78,23.36,2.18,7.77,7.82,0.95,4.84,5.94,79.02,82.82,81.2,0.0,0.0,0.0,16265796
MEX,Mexico,MEXICO,2016,12,0,0.0,97.6369,21.65,2.8,0.15,67.44,21.46,22.88,22.78,3.36,2.18,7.77,1.6,0.95,4.84,78.22,79.02,82.82,0.0,0.0,0.0,16265796
MEX,Mexico,MEXICO,2017,1,26,0.1581,97.9175,23.48,-0.82,0.01,52.18,21.65,21.46,22.88,2.8,3.36,2.18,0.15,1.6,0.95,67.44,78.22,79.02,0.0,0.0,0.0,16447451
MEX,Mexico,MEXICO,2017,2,26,0.1581,97.9175,25.46,1.26,0.03,46.76,23.48,21.65,21.46,-0.82,2.8,3.36,0.01,0.15,1.6,52.18,67.44,78.22,0.1581,0.0,0.0,16447451
MEX,Mexico,MEXICO,2017,3,31,0.1885,97.9175,27.09,2.88,0.72,55.45,25.46,23.48,21.65,1.26,-0.82,2.8,0.03,0.01,0.15,46.76,52.18,67.44,0.1581,0.1581,0.0,16447451
MEX,Mexico,MEXICO,2017,4,81,0.4925,97.9175,29.6,5.16,0.63,43.42,27.09,25.46,23.48,2.88,1.26,-0.82,0.72,0.03,0.01,55.45,46.76,52.18,0.1885,0.1581,0.1581,16447451
MEX,Mexico,MEXICO,2017,5,130,0.7904,97.9175,30.22,8.48,2.48,56.38,29.6,27.09,25.46,5.16,2.88,1.26,0.63,0.72,0.03,43.42,55.45,46.76,0.4925,0.1885,0.1581,16447451
MEX,Mexico,MEXICO,2017,6,174,1.0579,97.9175,28.07,7.35,3.69,65.81,30.22,29.6,27.09,8.48,5.16,2.88,2.48,0.63,0.72,56.38,43.42,55.45,0.7904,0.4925,0.1885,16447451
MEX,Mexico,MEXICO,2017,7,165,1.0032,97.9175,24.14,7.45,4.98,77.45,28.07,30.22,29.6,7.35,8.48,5.16,3.69,2.48,0.63,65.81,56.38,43.42,1.0579,0.7904,0.4925,16447451
MEX,Mexico,MEXICO,2017,8,225,1.368,97.9175,25.04,8.0,5.7,77.81,24.14,28.07,30.22,7.45,7.35,8.48,4.98,3.69,2.48,77.45,65.81,56.38,1.0032,1.0579,0.7904,16447451
MEX,Mexico,MEXICO,2017,9,259,1.5747,97.9175,23.98,4.67,5.21,81.61,25.04,24.14,28.07,8.0,7.45,7.35,5.7,4.98,3.69,77.81,77.45,65.81,1.368,1.0032,1.0579,16447451
MEX,Mexico,MEXICO,2017,10,322,1.9578,97.9175,22.69,3.36,1.53,78.98,23.98,25.04,24.14,4.67,8.0,7.45,5.21,5.7,4.98,81.61,77.81,77.45,1.5747,1.368,1.0032,16447451
MEX,Mexico,MEXICO,2017,11,181,1.1005,97.9175,23.6,-0.84,0.12,64.01,22.69,23.98,25.04,3.36,4.67,8.0,1.53,5.21,5.7,78.98,81.61,77.81,1.9578,1.5747,1.368,16447451
MEX,Mexico,MEXICO,2017,12,21,0.1277,97.9175,22.73,-2.74,0.01,58.69,23.6,22.69,23.98,-0.84,3.36,4.67,0.12,1.53,5.21,64.01,78.98,81.61,1.1005,1.9578,1.5747,16447451
MEX,Mexico,MEXICO,2018,1,14,0.0842,98.195,22.14,-2.6,0.34,59.67,22.73,23.6,22.69,-2.74,-0.84,3.36,0.01,0.12,1.53,58.69,64.01,78.98,0.1277,1.1005,1.9578,16629107
MEX,Mexico,MEXICO,2018,2,8,0.0481,98.195,25.1,4.11,0.58,60.28,22.14,22.73,23.6,-2.6,-2.74,-0.84,0.34,0.01,0.12,59.67,58.69,64.01,0.0842,0.1277,1.1005,16629107
MEX,Mexico,MEXICO,2018,3,26,0.1564,98.195,27.73,5.02,0.3,47.7,25.1,22.14,22.73,4.11,-2.6,-2.74,0.58,0.34,0.01,60.28,59.67,58.69,0.0481,0.0842,0.1277,16629107
MEX,Mexico,MEXICO,2018,4,28,0.1684,98.195,27.81,5.23,1.59,51.81,27.73,25.1,22.14,5.02,4.11,-2.6,0.3,0.58,0.34,47.7,60.28,59.67,0.1564,0.0481,0.0842,16629107
MEX,Mexico,MEXICO,2018,5,41,0.2466,98.195,30.01,7.59,2.12,56.07,27.81,27.73,25.1,5.23,5.02,4.11,1.59,0.3,0.58,51.81,47.7,60.28,0.1684,0.1564,0.0481,16629107
MEX,Mexico,MEXICO,2018,6,76,0.457,98.195,28.82,8.56,6.36,73.32,30.01,27.81,27.73,7.59,5.23,5.02,2.12,1.59,0.3,56.07,51.81,47.7,0.2466,0.1684,0.1564,16629107
MEX,Mexico,MEXICO,2018,7,99,0.5953,98.195,25.31,7.53,2.66,72.08,28.82,30.01,27.81,8.56,7.59,5.23,6.36,2.12,1.59,73.32,56.07,51.81,0.457,0.2466,0.1684,16629107
MEX,Mexico,MEXICO,2018,8,131,0.7878,98.195,23.24,7.21,6.98,79.4,25.31,28.82,30.01,7.53,8.56,7.59,2.66,6.36,2.12,72.08,73.32,56.07,0.5953,0.457,0.2466,16629107
MEX,Mexico,MEXICO,2018,9,138,0.8299,98.195,22.45,7.95,5.08,84.14,23.24,25.31,28.82,7.21,7.53,8.56,6.98,2.66,6.36,79.4,72.08,73.32,0.7878,0.5953,0.457,16629107
MEX,Mexico,MEXICO,2018,10,56,0.3368,98.195,22.22,7.08,3.24,84.26,22.45,23.24,25.31,7.95,7.21,7.53,5.08,6.98,2.66,84.14,79.4,72.08,0.8299,0.7878,0.5953,16629107
MEX,Mexico,MEXICO,2018,11,46,0.2766,98.195,22.1,2.98,1.66,73.6,22.22,22.45,23.24,7.08,7.95,7.21,3.24,5.08,6.98,84.26,84.14,79.4,0.3368,0.8299,0.7878,16629107
MEX,Mexico,MEXICO,2018,12,13,0.0782,98.195,21.59,-2.0,0.16,66.22,22.1,22.22,22.45,2.98,7.08,7.95,1.66,3.24,5.08,73.6,84.26,84.14,0.2766,0.3368,0.8299,16629107
MEX,Mexico,MEXICO,2019,1,14,0.0833,98.4694,21.35,-0.02,0.16,62.44,21.59,22.1,22.22,-2.0,2.98,7.08,0.16,1.66,3.24,66.22,73.6,84.26,0.0782,0.2766,0.3368,16810762
MEX,Mexico,MEXICO,2019,2,26,0.1547,98.4694,26.81,3.23,0.19,50.91,21.35,21.59,22.1,-0.02,-2.0,2.98,0.16,0.16,1.66,62.44,66.22,73.6,0.0833,0.0782,0.2766,16810762
MEX,Mexico,MEXICO,2019,3,34,0.2023,98.4694,28.27,2.22,0.24,47.16,26.81,21.35,21.59,3.23,-0.02,-2.0,0.19,0.16,0.16,50.91,62.44,66.22,0.1547,0.0833,0.0782,16810762
MEX,Mexico,MEXICO,2019,4,49,0.2915,98.4694,29.61,5.02,0.39,37.85,28.27,26.81,21.35,2.22,3.23,-0.02,0.24,0.19,0.16,47.16,50.91,62.44,0.2023,0.1547,0.0833,16810762
MEX,Mexico,MEXICO,2019,5,39,0.232,98.4694,30.01,8.24,0.93,43.01,29.61,28.27,26.81,5.02,2.22,3.23,0.39,0.24,0.19,37.85,47.16,50.91,0.2915,0.2023,0.1547,16810762
MEX,Mexico,MEXICO,2019,6,52,0.3093,98.4694,27.79,7.64,4.6,68.28,30.01,29.61,28.27,8.24,5.02,2.22,0.93,0.39,0.24,43.01,37.85,47.16,0.232,0.2915,0.2023,16810762
MEX,Mexico,MEXICO,2019,7,72,0.4283,98.4694,25.37,8.18,5.06,76.35,27.79,30.01,29.61,7.64,8.24,5.02,4.6,0.93,0.39,68.28,43.01,37.85,0.3093,0.232,0.2915,16810762
MEX,Mexico,MEXICO,2019,8,88,0.5235,98.4694,24.67,7.73,4.14,75.56,25.37,27.79,30.01,8.18,7.64,8.24,5.06,4.6,0.93,76.35,68.28,43.01,0.4283,0.3093,0.232,16810762
MEX,Mexico,MEXICO,2019,9,84,0.4997,98.4694,23.92,7.57,3.83,78.43,24.67,25.37,27.79,7.73,8.18,7.64,4.14,5.06,4.6,75.56,76.35,68.28,0.5235,0.4283,0.3093,16810762
MEX,Mexico,MEXICO,2019,10,65,0.3867,98.4694,23.94,6.91,3.65,81.11,23.92,24.67,25.37,7.57,7.73,8.18,3.83,4.14,5.06,78.43,75.56,76.35,0.4997,0.5235,0.4283,16810762
MEX,Mexico,MEXICO,2019,11,76,0.4521,98.4694,22.98,5.45,0.92,74.99,23.94,23.92,24.67,6.91,7.57,7.73,3.65,3.83,4.14,81.11,78.43,75.56,0.3867,0.4997,0.5235,16810762
MEX,Mexico,MEXICO,2019,12,46,0.2736,98.4694,22.1,2.44,0.05,60.5,22.98,23.94,23.92,5.45,6.91,7.57,0.92,3.65,3.83,74.99,81.11,78.43,0.4521,0.3867,0.4997,16810762
MEX,Mexico,MEXICO,2020,1,40,0.2354,98.7408,22.42,0.63,0.33,58.27,22.1,22.98,23.94,2.44,5.45,6.91,0.05,0.92,3.65,60.5,74.99,81.11,0.2736,0.4521,0.3867,16992418
MEX,Mexico,MEXICO,2020,2,54,0.3178,98.7408,27.32,2.34,0.23,52.18,22.42,22.1,22.98,0.63,2.44,5.45,0.33,0.05,0.92,58.27,60.5,74.99,0.2354,0.2736,0.4521,16992418
MEX,Mexico,MEXICO,2020,3,86,0.5061,98.7408,29.76,2.8,0.46,48.7,27.32,22.42,22.1,2.34,0.63,2.44,0.23,0.33,0.05,52.18,58.27,60.5,0.3178,0.2354,0.2736,16992418
MEX,Mexico,MEXICO,2020,4,46,0.2707,98.7408,28.99,7.59,1.1,48.2,29.76,27.32,22.42,2.8,2.34,0.63,0.46,0.23,0.33,48.7,52.18,58.27,0.5061,0.3178,0.2354,16992418
MEX,Mexico,MEXICO,2020,5,70,0.4119,98.7408,28.96,7.13,1.17,50.84,28.99,29.76,27.32,7.59,2.8,2.34,1.1,0.46,0.23,48.2,48.7,52.18,0.2707,0.5061,0.3178,16992418
MEX,Mexico,MEXICO,2020,6,44,0.2589,98.7408,27.36,5.52,3.07,65.43,28.96,28.99,29.76,7.13,7.59,2.8,1.17,1.1,0.46,50.84,48.2,48.7,0.4119,0.2707,0.5061,16992418
MEX,Mexico,MEXICO,2020,7,80,0.4708,98.7408,25.82,8.18,4.75,72.4,27.36,28.96,28.99,5.52,7.13,7.59,3.07,1.17,1.1,65.43,50.84,48.2,0.2589,0.4119,0.2707,16992418
