iso_a0,pais,adm_1_name,ano,mes,casos_dengue,incidencia_dengue,agua_basica,tmax_promedio,tmin_promedio,precipitacion,humedad_promedio,tmax_lag1,tmax_lag2,tmax_lag3,tmin_lag1,tmin_lag2,tmin_lag3,precipitacion_lag1,precipitacion_lag2,precipitacion_lag3,humedad_lag1,humedad_lag2,humedad_lag3,incidencia_lag1,incidencia_lag2,incidencia_lag3,poblacion
MEX,Mexico,MEXICO,2020,8,125,0.7356,98.7408,23.93,7.55,5.24,79.49,25.82,27.36,28.96,8.18,5.52,7.13,4.75,3.07,1.17,72.4,65.43,50.84,0.4708,0.2589,0.4119,16992418
MEX,Mexico,MEXICO,2020,9,109,0.6415,98.7408,24.42,4.83,4.42,81.25,23.93,25.82,27.36,7.55,8.18,5.52,5.24,4.75,3.07,79.49,72.4,65.43,0.7356,0.4708,0.2589,16992418
MEX,Mexico,MEXICO,2020,10,99,0.5826,98.7408,23.57,0.05,0.83,68.6,24.42,23.93,25.82,4.83,7.55,8.18,4.42,5.24,4.75,81.25,79.49,72.4,0.6415,0.7356,0.4708,16992418
MEX,Mexico,MEXICO,2020,11,56,0.3296,98.7408,24.32,0.47,0.1,60.94,23.57,24.42,23.93,0.05,4.83,7.55,0.83,4.42,5.24,68.6,81.25,79.49,0.5826,0.6415,0.7356,16992418
MEX,Mexico,MEXICO,2020,12,8,0.0471,98.7408,22.16,2.17,0.1,62.61,24.32,23.57,24.42,0.47,0.05,4.83,0.1,0.83,4.42,60.94,68.6,81.25,0.3296,0.5826,0.6415,16992418
MEX,Mexico,MEXICO,2021,1,22,0.1284,99.0091,24.67,0.33,0.19,58.15,22.16,24.32,23.57,2.17,0.47,0.05,0.1,0.1,0.83,62.61,60.94,68.6,0.0471,0.3296,0.5826,17138569
MEX,Mexico,MEXICO,2021,2,26,0.1517,99.0091,27.48,0.01,0.32,44.08,24.67,22.16,24.32,0.33,2.17,0.47,0.19,0.1,0.1,58.15,62.61,60.94,0.1284,0.0471,0.3296,17138569
MEX,Mexico,MEXICO,2021,3,11,0.0642,99.0091,28.97,4.2,0.71,45.03,27.48,24.67,22.16,0.01,0.33,2.17,0.32,0.19,0.1,44.08,58.15,62.61,0.1517,0.1284,0.0471,17138569
MEX,Mexico,MEXICO,2021,4,14,0.0817,99.0091,29.49,5.73,0.7,42.99,28.97,27.48,24.67,4.2,0.01,0.33,0.71,0.32,0.19,45.03,44.08,58.15,0.0642,0.1517,0.1284,17138569
MEX,Mexico,MEXICO,2021,5,84,0.4901,99.0091,28.13,7.61,2.74,59.74,29.49,28.97,27.48,5.73,4.2,0.01,0.7,0.71,0.32,42.99,45.03,44.08,0.0817,0.0642,0.1517,17138569
MEX,Mexico,MEXICO,2021,6,90,0.5251,99.0091,27.49,8.69,5.95,75.76,28.13,29.49,28.97,7.61,5.73,4.2,2.74,0.7,0.71,59.74,42.99,45.03,0.4901,0.0817,0.0642,17138569
MEX,Mexico,MEXICO,2021,7,56,0.3267,99.0091,23.71,7.54,4.29,77.49,27.49,28.13,29.49,8.69,7.61,5.73,5.95,2.74,0.7,75.76,59.74,42.99,0.5251,0.4901,0.0817,17138569
MEX,Mexico,MEXICO,2021,8,78,0.4551,99.0091,24.06,7.36,5.53,81.1,23.71,27.49,28.13,7.54,8.69,7.61,4.29,5.95,2.74,77.49,75.76,59.74,0.3267,0.5251,0.4901,17138569
MEX,Mexico,MEXICO,2021,9,46,0.2684,99.0091,22.03,7.77,6.19,84.18,24.06,23.71,27.49,7.36,7.54,8.69,5.53,4.29,5.95,81.1,77.49,75.76,0.4551,0.3267,0.5251,17138569
MEX,Mexico,MEXICO,2021,10,70,0.4084,99.0091,23.34,4.96,1.88,78.77,22.03,24.06,23.71,7.77,7.36,7.54,6.19,5.53,4.29,84.18,81.1,77.49,0.2684,0.4551,0.3267,17138569
MEX,Mexico,MEXICO,2021,11,42,0.2451,99.0091,20.78,0.93,0.21,69.4,23.34,22.03,24.06,4.96,7.77,7.36,1.88,6.19,5.53,78.77,84.18,81.1,0.4084,0.2684,0.4551,17138569
MEX,Mexico,MEXICO,2021,12,4,0.0233,99.0091,23.13,3.28,0.03,55.39,20.78,23.34,22.03,0.93,4.96,7.77,0.21,1.88,6.19,69.4,78.77,84.18,0.2451,0.4084,0.2684,17138569
MEX,Mexico,MEXICO,2022,1,12,0.0694,99.2738,22.59,1.27,0.28,60.05,23.13,20.78,23.34,3.28,0.93,4.96,0.03,0.21,1.88,55.39,69.4,78.77,0.0233,0.2451,0.4084,17284720
MEX,Mexico,MEXICO,2022,2,16,0.0926,99.2738,26.12,2.57,0.17,53.9,22.59,23.13,20.78,1.27,3.28,0.93,0.28,0.03,0.21,60.05,55.39,69.4,0.0694,0.0233,0.2451,17284720
MEX,Mexico,MEXICO,2022,3,25,0.1446,99.2738,29.15,3.37,0.18,40.67,26.12,22.59,23.13,2.57,1.27,3.28,0.17,0.28,0.03,53.9,60.05,55.39,0.0926,0.0694,0.0233,17284720
MEX,Mexico,MEXICO,2022,4,73,0.4223,99.2738,31.07,6.44,1.3,45.42,29.15,26.12,22.59,3.37,2.57,1.27,0.18,0.17,0.28,40.67,53.9,60.05,0.1446,0.0926,0.0694,17284720
MEX,Mexico,MEXICO,2022,5,347,2.0076,99.2738,29.98,6.93,0.87,43.81,31.07,29.15,26.12,6.44,3.37,2.57,1.3,0.18,0.17,45.42,40.67,53.9,0.4223,0.1446,0.0926,17284720
MEX,Mexico,MEXICO,2022,6,751,4.3449,99.2738,28.24,6.85,3.67,64.48,29.98,31.07,29.15,6.93,6.44,3.37,0.87,1.3,0.18,43.81,45.42,40.67,2.0076,0.4223,0.1446,17284720
MEX,Mexico,MEXICO,2022,7,550,3.182,99.2738,26.41,9.0,5.14,72.27,28.24,29.98,31.07,6.85,6.93,6.44,3.67,0.87,1.3,64.48,43.81,45.42,4.3449,2.0076,0.4223,17284720
MEX,Mexico,MEXICO,2022,8,50,0.2893,99.2738,24.19,8.69,4.37,76.57,26.41,28.24,29.98,9.0,6.85,6.93,5.14,3.67,0.87,72.27,64.48,43.81,3.182,4.3449,2.0076,17284720
MEX,Mexico,MEXICO,2022,9,0,0.0,99.2738,22.6,3.91,3.89,80.13,24.19,26.41,28.24,8.69,9.0,6.85,4.37,5.14,3.67,76.57,72.27,64.48,0.2893,3.182,4.3449,17284720
MEX,Mexico,MEXICO,2022,10,0,0.0,99.2738,24.69,4.64,1.83,76.51,22.6,24.19,26.41,3.91,8.69,9.0,3.89,4.37,5.14,80.13,76.57,72.27,0.0,0.2893,3.182,17284720
MEX,Mexico,MEXICO,2022,11,0,0.0,99.2738,23.44,2.9,0.6,68.85,24.69,22.6,24.19,4.64,3.91,8.69,1.83,3.89,4.37,76.51,80.13,76.57,0.0,0.0,0.2893,17284720
MEX,Mexico,MEXICO,2022,12,0,0.0,99.2738,22.38,2.9,0.24,59.94,23.44,24.69,22.6,2.9,4.64,3.91,0.6,1.83,3.89,68.85,76.51,80.13,0.0,0.0,0.0,17284720
MEX,Mexico,MICHOACAN,2014,4,0,0.0,97.0663,36.76,17.35,0.04,45.99,36.63,33.27,31.99,15.02,14.79,12.73,0.02,0.02,0.21,47.74,56.97,61.56,0.0,0.0,0.0,4510161
MEX,Mexico,MICHOACAN,2014,5,0,0.0,97.0663,36.23,19.23,2.24,63.37,36.76,36.63,33.27,17.35,15.02,14.79,0.04,0.02,0.02,45.99,47.74,56.97,0.0,0.0,0.0,4510161
MEX,Mexico,MICHOACAN,2014,6,0,0.0,97.0663,34.73,19.37,4.4,74.6,36.23,36.76,36.63,19.23,17.35,15.02,2.24,0.04,0.02,63.37,45.99,47.74,0.0,0.0,0.0,4510161
MEX,Mexico,MICHOACAN,2014,7,0,0.0,97.0663,33.9,18.84,2.82,70.03,34.73,36.23,36.76,19.37,19.23,17.35,4.4,2.24,0.04,74.6,63.37,45.99,0.0,0.0,0.0,4510161
MEX,Mexico,MICHOACAN,2014,8,0,0.0,97.0663,32.07,18.7,3.08,73.27,33.9,34.73,36.23,18.84,19.37,19.23,2.82,4.4,2.24,70.03,74.6,63.37,0.0,0.0,0.0,4510161
MEX,Mexico,MICHOACAN,2014,9,0,0.0,97.0663,33.33,18.53,4.41,78.27,32.07,33.9,34.73,18.7,18.84,19.37,3.08,2.82,4.4,73.27,70.03,74.6,0.0,0.0,0.0,4510161
MEX,Mexico,MICHOACAN,2014,10,0,0.0,97.0663,32.81,16.79,1.96,75.03,33.33,32.07,33.9,18.53,18.7,18.84,4.41,3.08,2.82,78.27,73.27,70.03,0.0,0.0,0.0,4510161
MEX,Mexico,MICHOACAN,2014,11,0,0.0,97.0663,31.5,14.24,0.41,65.14,32.81,33.33,32.07,16.79,18.53,18.7,1.96,4.41,3.08,75.03,78.27,73.27,0.0,0.0,0.0,4510161
MEX,Mexico,MICHOACAN,2014,12,0,0.0,97.0663,31.91,15.12,0.17,58.31,31.5,32.81,33.33,14.24,16.79,18.53,0.41,1.96,4.41,65.14,75.03,78.27,0.0,0.0,0.0,4510161
MEX,Mexico,MICHOACAN,2015,1,0,0.0,97.3531,33.27,15.35,0.02,54.57,31.91,31.5,32.81,15.12,14.24,16.79,0.17,0.41,1.96,58.31,65.14,75.03,0.0,0.0,0.0,4549942
MEX,Mexico,MICHOACAN,2015,2,0,0.0,97.3531,33.72,14.8,0.23,53.82,33.27,31.91,31.5,15.35,15.12,14.24,0.02,0.17,0.41,54.57,58.31,65.14,0.0,0.0,0.0,4549942
MEX,Mexico,MICHOACAN,2015,3,0,0.0,97.3531,36.05,14.49,2.88,54.75,33.72,33.27,31.91,14.8,15.35,15.12,0.23,0.02,0.17,53.82,54.57,58.31,0.0,0.0,0.0,4549942
MEX,Mexico,MICHOACAN,2015,4,0,0.0,97.3531,37.53,17.52,0.15,50.3,36.05,33.72,33.27,14.49,14.8,15.35,2.88,0.23,0.02,54.75,53.82,54.57,0.0,0.0,0.0,4549942
MEX,Mexico,MICHOACAN,2015,5,0,0.0,97.3531,36.84,19.26,0.89,54.66,37.53,36.05,33.72,17.52,14.49,14.8,0.15,2.88,0.23,50.3,54.75,53.82,0.0,0.0,0.0,4549942
MEX,Mexico,MICHOACAN,2015,6,0,0.0,97.3531,35.01,19.26,2.61,67.71,36.84,37.53,36.05,19.26,17.52,14.49,0.89,0.15,2.88,54.66,50.3,54.75,0.0,0.0,0.0,4549942
MEX,Mexico,MICHOACAN,2015,7,0,0.0,97.3531,34.0,18.43,4.24,70.86,35.01,36.84,37.53,19.26,19.26,17.52,2.61,0.89,0.15,67.71,54.66,50.3,0.0,0.0,0.0,4549942
MEX,Mexico,MICHOACAN,2015,8,0,0.0,97.3531,33.99,19.03,3.02,71.89,34.0,35.01,36.84,18.43,19.26,19.26,4.24,2.61,0.89,70.86,67.71,54.66,0.0,0.0,0.0,4549942
MEX,Mexico,MICHOACAN,2015,9,0,0.0,97.3531,33.76,18.07,2.69,72.93,33.99,34.0,35.01,19.03,18.43,19.26,3.02,4.24,2.61,71.89,70.86,67.71,0.0,0.0,0.0,4549942
MEX,Mexico,MICHOACAN,2015,10,0,0.0,97.3531,34.48,19.03,6.9,71.28,33.76,33.99,34.0,18.07,19.03,18.43,2.69,3.02,4.24,72.93,71.89,70.86,0.0,0.0,0.0,4549942
MEX,Mexico,MICHOACAN,2015,11,0,0.0,97.3531,33.05,18.14,0.1,74.01,34.48,33.76,33.99,19.03,18.07,19.03,6.9,2.69,3.02,71.28,72.93,71.89,0.0,0.0,0.0,4549942
MEX,Mexico,MICHOACAN,2015,12,0,0.0,97.3531,32.64,16.0,0.44,66.99,33.05,34.48,33.76,18.14,19.03,18.07,0.1,6.9,2.69,74.01,71.28,72.93,0.0,0.0,0.0,4549942
MEX,Mexico,MICHOACAN,2016,1,0,0.0,97.6369,31.62,11.92,0.0,53.78,32.64,33.05,34.48,16.0,18.14,19.03,0.44,0.1,6.9,66.99,74.01,71.28,0.0,0.0,0.0,4589722
MEX,Mexico,MICHOACAN,2016,2,0,0.0,97.6369,35.41,13.66,0.02,45.81,31.62,32.64,33.05,11.92,16.0,18.14,0.0,0.44,0.1,53.78,66.99,74.01,0.0,0.0,0.0,4589722
MEX,Mexico,MICHOACAN,2016,3,0,0.0,97.6369,36.33,10.68,0.55,46.55,35.41,31.62,32.64,13.66,11.92,16.0,0.02,0.0,0.44,45.81,53.78,66.99,0.0,0.0,0.0,4589722
MEX,Mexico,MICHOACAN,2016,4,0,0.0,97.6369,36.96,17.57,0.01,37.01,36.33,35.41,31.62,10.68,13.66,11.92,0.55,0.02,0.0,46.55,45.81,53.78,0.0,0.0,0.0,4589722
MEX,Mexico,MICHOACAN,2016,5,0,0.0,97.6369,39.25,18.45,0.43,47.33,36.96,36.33,35.41,17.57,10.68,13.66,0.01,0.55,0.02,37.01,46.55,45.81,0.0,0.0,0.0,4589722
MEX,Mexico,MICHOACAN,2016,6,0,0.0,97.6369,36.6,18.98,2.69,61.16,39.25,36.96,36.33,18.45,17.57,10.68,0.43,0.01,0.55,47.33,37.01,46.55,0.0,0.0,0.0,4589722
MEX,Mexico,MICHOACAN,2016,7,0,0.0,97.6369,34.1,18.79,3.86,68.18,36.6,39.25,36.96,18.98,18.45,17.57,2.69,0.43,0.01,61.16,47.33,37.01,0.0,0.0,0.0,4589722
MEX,Mexico,MICHOACAN,2016,8,0,0.0,97.6369,33.04,18.72,4.12,73.04,34.1,36.6,39.25,18.79,18.98,18.45,3.86,2.69,0.43,68.18,61.16,47.33,0.0,0.0,0.0,4589722
MEX,Mexico,MICHOACAN,2016,9,0,0.0,97.6369,31.31,18.27,5.17,78.58,33.04,34.1,36.6,18.72,18.79,18.98,4.12,3.86,2.69,73.04,68.18,61.16,0.0,0.0,0.0,4589722
MEX,Mexico,MICHOACAN,2016,10,0,0.0,97.6369,32.34,16.33,1.74,72.21,31.31,33.04,34.1,18.27,18.72,18.79,5.17,4.12,3.86,78.58,73.04,68.18,0.0,0.0,0.0,4589722
MEX,Mexico,MICHOACAN,2016,11,0,0.0,97.6369,32.36,15.41,0.84,65.82,32.34,31.31,33.04,16.33,18.27,18.72,1.74,5.17,4.12,72.21,78.58,73.04,0.0,0.0,0.0,4589722
MEX,Mexico,MICHOACAN,2016,12,0,0.0,97.6369,32.68,15.42,0.59,58.68,32.36,32.34,31.31,15.41,16.33,18.27,0.84,1.74,5.17,65.82,72.21,78.58,0.0,0.0,0.0,4589722
MEX,Mexico,MICHOACAN,2017,1,106,2.2897,97.9175,32.84,12.54,0.0,50.79,32.68,32.36,32.34,15.42,15.41,16.33,0.59,0.84,1.74,58.68,65.82,72.21,0.0,0.0,0.0,4629503
MEX,Mexico,MICHOACAN,2017,2,114,2.4625,97.9175,34.83,14.47,0.03,43.39,32.84,32.68,32.36,12.54,15.42,15.41,0.0,0.59,0.84,50.79,58.68,65.82,2.2897,0.0,0.0,4629503
MEX,Mexico,MICHOACAN,2017,3,94,2.0305,97.9175,35.54,16.41,0.31,46.5,34.83,32.84,32.68,14.47,12.54,15.42,0.03,0.0,0.59,43.39,50.79,58.68,2.4625,2.2897,0.0,4629503
MEX,Mexico,MICHOACAN,2017,4,91,1.9657,97.9175,37.75,16.07,0.01,38.36,35.54,34.83,32.84,16.41,14.47,12.54,0.31,0.03,0.0,46.5,43.39,50.79,2.0305,2.4625,2.2897,4629503
MEX,Mexico,MICHOACAN,2017,5,105,2.2681,97.9175,38.07,18.43,0.67,49.85,37.75,35.54,34.83,16.07,16.41,14.47,0.01,0.31,0.03,38.36,46.5,43.39,1.9657,2.0305,2.4625,4629503
MEX,Mexico,MICHOACAN,2017,6,184,3.9745,97.9175,36.28,19.63,3.11,67.47,38.07,37.75,35.54,18.43,16.07,16.41,0.67,0.01,0.31,49.85,38.36,46.5,2.2681,1.9657,2.0305,4629503
MEX,Mexico,MICHOACAN,2017,7,205,4.4281,97.9175,34.05,19.22,4.12,71.64,36.28,38.07,37.75,19.63,18.43,16.07,3.11,0.67,0.01,67.47,49.85,38.36,3.9745,2.2681,1.9657,4629503
MEX,Mexico,MICHOACAN,2017,8,206,4.4497,97.9175,33.68,18.81,6.65,76.9,34.05,36.28,38.07,19.22,19.63,18.43,4.12,3.11,0.67,71.64,67.47,49.85,4.4281,3.9745,2.2681,4629503
MEX,Mexico,MICHOACAN,2017,9,209,4.5145,97.9175,32.42,18.21,6.18,81.2,33.68,34.05,36.28,18.81,19.22,19.63,6.65,4.12,3.11,76.9,71.64,67.47,4.4497,4.4281,3.9745,4629503
MEX,Mexico,MICHOACAN,2017,10,309,6.6746,97.9175,32.41,14.9,2.01,74.18,32.42,33.68,34.05,18.21,18.81,19.22,6.18,6.65,4.12,81.2,76.9,71.64,4.5145,4.4497,4.4281,4629503
MEX,Mexico,MICHOACAN,2017,11,243,5.2489,97.9175,33.21,13.95,0.01,66.55,32.41,32.42,33.68,14.9,18.21,18.81,2.01,6.18,6.65,74.18,81.2,76.9,6.6746,4.5145,4.4497,4629503
MEX,Mexico,MICHOACAN,2017,12,78,1.6848,97.9175,31.51,12.04,0.03,54.66,33.21,32.41,32.42,13.95,14.9,18.21,0.01,2.01,6.18,66.55,74.18,81.2,5.2489,6.6746,4.5145,4629503
MEX,Mexico,MICHOACAN,2018,1,48,1.028,98.195,31.5,12.31,0.65,50.18,31.51,33.21,32.41,12.04,13.95,14.9,0.03,0.01,2.01,54.66,66.55,74.18,1.6848,5.2489,6.6746,4669284
MEX,Mexico,MICHOACAN,2018,2,77,1.6491,98.195,34.01,15.55,0.46,55.16,31.5,31.51,33.21,12.31,12.04,13.95,0.65,0.03,0.01,50.18,54.66,66.55,1.028,1.6848,5.2489,4669284
MEX,Mexico,MICHOACAN,2018,3,66,1.4135,98.195,37.38,16.77,0.0,43.86,34.01,31.5,31.51,15.55,12.31,12.04,0.46,0.65,0.03,55.16,50.18,54.66,1.6491,1.028,1.6848,4669284
MEX,Mexico,MICHOACAN,2018,4,93,1.9917,98.195,38.01,17.04,0.02,41.01,37.38,34.01,31.5,16.77,15.55,12.31,0.0,0.46,0.65,43.86,55.16,50.18,1.4135,1.6491,1.028,4669284
MEX,Mexico,MICHOACAN,2018,5,100,2.1417,98.195,38.32,19.01,2.69,57.38,38.01,37.38,34.01,17.04,16.77,15.55,0.02,0.0,0.46,41.01,43.86,55.16,1.9917,1.4135,1.6491,4669284
MEX,Mexico,MICHOACAN,2018,6,163,3.4909,98.195,37.61,17.99,6.94,73.96,38.32,38.01,37.38,19.01,17.04,16.77,2.69,0.02,0.0,57.38,41.01,43.86,2.1417,1.9917,1.4135,4669284
MEX,Mexico,MICHOACAN,2018,7,188,4.0263,98.195,33.48,19.09,3.28,73.81,37.61,38.32,38.01,17.99,19.01,17.04,6.94,2.69,0.02,73.96,57.38,41.01,3.4909,2.1417,1.9917,4669284
MEX,Mexico,MICHOACAN,2018,8,206,4.4118,98.195,32.53,17.88,7.06,76.73,33.48,37.61,38.32,19.09,17.99,19.01,3.28,6.94,2.69,73.81,73.96,57.38,4.0263,3.4909,2.1417,4669284
MEX,Mexico,MICHOACAN,2018,9,360,7.71,98.195,32.5,18.08,3.74,79.38,32.53,33.48,37.61,17.88,19.09,17.99,7.06,3.28,6.94,76.73,73.81,73.96,4.4118,4.0263,3.4909,4669284
MEX,Mexico,MICHOACAN,2018,10,357,7.6457,98.195,32.09,18.66,4.41,79.1,32.5,32.53,33.48,18.08,17.88,19.09,3.74,7.06,3.28,79.38,76.73,73.81,7.71,4.4118,4.0263,4669284
MEX,Mexico,MICHOACAN,2018,11,230,4.9258,98.195,31.73,13.08,2.73,70.13,32.09,32.5,32.53,18.66,18.08,17.88,4.41,3.74,7.06,79.1,79.38,76.73,7.6457,7.71,4.4118,4669284
MEX,Mexico,MICHOACAN,2018,12,138,2.9555,98.195,29.47,10.66,0.11,62.2,31.73,32.09,32.5,13.08,18.66,18.08,2.73,4.41,3.74,70.13,79.1,79.38,4.9258,7.6457,7.71,4669284
MEX,Mexico,MICHOACAN,2019,1,159,3.3765,98.4694,30.79,13.99,0.18,60.38,29.47,31.73,32.09,10.66,13.08,18.66,0.11,2.73,4.41,62.2,70.13,79.1,2.9555,4.9258,7.6457,4709065
MEX,Mexico,MICHOACAN,2019,2,205,4.3533,98.4694,34.29,14.04,0.01,53.76,30.79,29.47,31.73,13.99,10.66,13.08,0.18,0.11,2.73,60.38,62.2,70.13,3.3765,2.9555,4.9258,4709065
MEX,Mexico,MICHOACAN,2019,3,280,5.946,98.4694,36.88,16.64,0.01,47.18,34.29,30.79,29.47,14.04,13.99,10.66,0.01,0.18,0.11,53.76,60.38,62.2,4.3533,3.3765,2.9555,4709065
MEX,Mexico,MICHOACAN,2019,4,146,3.1004,98.4694,37.79,15.23,0.01,37.12,36.88,34.29,30.79,16.64,14.04,13.99,0.01,0.01,0.18,47.18,53.76,60.38,5.946,4.3533,3.3765,4709065
MEX,Mexico,MICHOACAN,2019,5,159,3.3765,98.4694,38.29,17.69,0.22,46.19,37.79,36.88,34.29,15.23,16.64,14.04,0.01,0.01,0.01,37.12,47.18,53.76,3.1004,5.946,4.3533,4709065
MEX,Mexico,MICHOACAN,2019,6,253,5.3726,98.4694,37.73,20.5,2.99,63.34,38.29,37.79,36.88,17.69,15.23,16.64,0.22,0.01,0.01,46.19,37.12,47.18,3.3765,3.1004,5.946,4709065
MEX,Mexico,MICHOACAN,2019,7,343,7.2838,98.4694,34.87,19.36,4.72,68.46,37.73,38.29,37.79,20.5,17.69,15.23,2.99,0.22,0.01,63.34,46.19,37.12,5.3726,3.3765,3.1004,4709065
MEX,Mexico,MICHOACAN,2019,8,731,15.5233,98.4694,33.06,19.01,4.47,73.58,34.87,37.73,38.29,19.36,20.5,17.69,4.72,2.99,0.22,68.46,63.34,46.19,7.2838,5.3726,3.3765,4709065
MEX,Mexico,MICHOACAN,2019,9,1128,23.9538,98.4694,33.19,18.99,5.87,79.1,33.06,34.87,37.73,19.01,19.36,20.5,4.47,4.72,2.99,73.58,68.46,63.34,15.5233,7.2838,5.3726,4709065
MEX,Mexico,MICHOACAN,2019,10,995,21.1295,98.4694,32.05,18.1,3.55,80.67,33.19,33.06,34.87,18.99,19.01,19.36,5.87,4.47,4.72,79.1,73.58,68.46,23.9538,15.5233,7.2838,4709065
MEX,Mexico,MICHOACAN,2019,11,757,16.0754,98.4694,32.76,17.34,0.86,73.66,32.05,33.19,33.06,18.1,18.99,19.01,3.55,5.87,4.47,80.67,79.1,73.58,21.1295,23.9538,15.5233,4709065
MEX,Mexico,MICHOACAN,2019,12,321,6.8166,98.4694,31.02,14.15,0.02,62.87,32.76,32.05,33.19,17.34,18.1,18.99,0.86,3.55,5.87,73.66,80.67,79.1,16.0754,21.1295,23.9538,4709065
MEX,Mexico,MICHOACAN,2020,1,246,5.1802,98.7408,32.88,13.6,0.06,52.96,31.02,32.76,32.05,14.15,17.34,18.1,0.02,0.86,3.55,62.87,73.66,80.67,6.8166,16.0754,21.1295,4748846
MEX,Mexico,MICHOACAN,2020,2,205,4.3168,98.7408,34.53,15.15,0.9,53.4,32.88,31.02,32.76,13.6,14.15,17.34,0.06,0.02,0.86,52.96,62.87,73.66,5.1802,6.8166,16.0754,4748846
MEX,Mexico,MICHOACAN,2020,3,217,4.5695,98.7408,36.68,16.93,0.08,49.66,34.53,32.88,31.02,15.15,13.6,14.15,0.9,0.06,0.02,53.4,52.96,62.87,4.3168,5.1802,6.8166,4748846
MEX,Mexico,MICHOACAN,2020,4,209,4.4011,98.7408,38.69,17.74,0.05,38.36,36.68,34.53,32.88,16.93,15.15,13.6,0.08,0.9,0.06,49.66,53.4,52.96,4.5695,4.3168,5.1802,4748846
MEX,Mexico,MICHOACAN,2020,5,1004,21.142,98.7408,38.54,18.1,0.16,39.35,38.69,36.68,34.53,17.74,16.93,15.15,0.05,0.08,0.9,38.36,49.66,53.4,4.4011,4.5695,4.3168,4748846
MEX,Mexico,MICHOACAN,2020,6,1339,28.1963,98.7408,38.19,19.96,2.36,58.62,38.54,38.69,36.68,18.1,17.74,16.93,0.16,0.05,0.08,39.35,38.36,49.66,21.142,4.4011,4.5695,4748846
MEX,Mexico,MICHOACAN,2020,7,1200,25.2693,98.7408,35.73,19.66,3.67,68.84,38.19,38.54,38.69,19.96,18.1,17.74,2.36,0.16,0.05,58.62,39.35,38.36,28.1963,21.142,4.4011,4748846
MEX,Mexico,MICHOACAN,2020,8,1666,35.0822,98.7408,35.59,18.33,6.88,75.27,35.73,38.19,38.54,19.66,19.96,18.1,3.67,2.36,0.16,68.84,58.62,39.35,25.2693,28.1963,21.142,4748846
MEX,Mexico,MICHOACAN,2020,9,1867,39.3148,98.7408,32.13,16.68,6.19,80.74,35.59,35.73,38.19,18.33,19.66,19.96,6.88,3.67,2.36,75.27,68.84,58.62,35.0822,25.2693,28.1963,4748846
MEX,Mexico,MICHOACAN,2020,10,1810,38.1145,98.7408,32.72,13.32,1.72,72.74,32.13,35.59,35.73,16.68,18.33,19.66,6.19,6.88,3.67,80.74,75.27,68.84,39.3148,35.0822,25.2693,4748846
MEX,Mexico,MICHOACAN,2020,11,1389,29.2492,98.7408,33.04,13.88,0.16,61.56,32.72,32.13,35.59,13.32,16.68,18.33,1.72,6.19,6.88,72.74,80.74,75.27,38.1145,39.3148,35.0822,4748846
MEX,Mexico,MICHOACAN,2020,12,352,7.4123,98.7408,32.23,11.69,0.06,59.94,33.04,32.72,32.13,13.88,13.32,16.68,0.16,1.72,6.19,61.56,72.74,80.74,29.2492,38.1145,39.3148,4748846
MEX,Mexico,MICHOACAN,2021,1,187,3.8893,99.0091,33.58,12.34,0.0,54.14,32.23,33.04,32.72,11.69,13.88,13.32,0.06,0.16,1.72,59.94,61.56,72.74,7.4123,29.2492,38.1145,4808083
MEX,Mexico,MICHOACAN,2021,2,111,2.3086,99.0091,34.56,11.67,0.02,51.72,33.58,32.23,33.04,12.34,11.69,13.88,0.0,0.06,0.16,54.14,59.94,61.56,3.8893,7.4123,29.2492,4808083
MEX,Mexico,MICHOACAN,2021,3,95,1.9758,99.0091,36.95,16.0,0.02,43.48,34.56,33.58,32.23,11.67,12.34,11.69,0.02,0.0,0.06,51.72,54.14,59.94,2.3086,3.8893,7.4123,4808083
MEX,Mexico,MICHOACAN,2021,4,110,2.2878,99.0091,37.22,16.8,0.04,40.1,36.95,34.56,33.58,16.0,11.67,12.34,0.02,0.02,0.0,43.48,51.72,54.14,1.9758,2.3086,3.8893,4808083
MEX,Mexico,MICHOACAN,2021,5,129,2.683,99.0091,37.27,16.59,0.51,46.22,37.22,36.95,34.56,16.8,16.0,11.67,0.04,0.02,0.02,40.1,43.48,51.72,2.2878,1.9758,2.3086,4808083
MEX,Mexico,MICHOACAN,2021,6,107,2.2254,99.0091,35.77,18.51,6.15,71.12,37.27,37.22,36.95,16.59,16.8,16.0,0.51,0.04,0.02,46.22,40.1,43.48,2.683,2.2878,1.9758,4808083
MEX,Mexico,MICHOACAN,2021,7,184,3.8269,99.0091,31.78,19.28,5.76,76.78,35.77,37.27,37.22,18.51,16.59,16.8,6.15,0.51,0.04,71.12,46.22,40.1,2.2254,2.683,2.2878,4808083
MEX,Mexico,MICHOACAN,2021,8,160,3.3277,99.0091,31.63,19.1,6.7,81.58,31.78,35.77,37.27,19.28,18.51,16.59,5.76,6.15,0.51,76.78,71.12,46.22,3.8269,2.2254,2.683,4808083
MEX,Mexico,MICHOACAN,2021,9,125,2.5998,99.0091,32.64,18.56,4.5,80.43,31.63,31.78,35.77,19.1,19.28,18.51,6.7,5.76,6.15,81.58,76.78,71.12,3.3277,3.8269,2.2254,4808083
