iso_a0,pais,adm_1_name,ano,mes,tmax_promedio,tmin_promedio,precipitacion,humedad_promedio
ARG,Argentina,ENTRE RIOS,2019,8,28.1,-2.01,1.52,79.3
ARG,Argentina,ENTRE RIOS,2019,9,32.34,0.03,2.13,70.39
ARG,Argentina,ENTRE RIOS,2019,10,37.47,6.23,4.08,75.52
ARG,Argentina,ENTRE RIOS,2019,11,37.82,11.45,2.97,67.74
ARG,Argentina,ENTRE RIOS,2019,12,38.98,9.43,6.82,59.65
ARG,Argentina,ENTRE RIOS,2020,1,36.32,12.31,4.74,66.01
ARG,Argentina,ENTRE RIOS,2020,2,37.71,10.61,2.07,60.28
ARG,Argentina,ENTRE RIOS,2020,3,39.93,13.79,2.85,58.75
ARG,Argentina,ENTRE RIOS,2020,4,33.19,6.5,4.23,65.44
ARG,Argentina,ENTRE RIOS,2020,5,27.72,3.56,1.45,74.08
ARG,Argentina,ENTRE RIOS,2020,6,26.51,0.57,2.35,81.3
ARG,Argentina,ENTRE RIOS,2020,7,27.2,-2.53,0.36,75.72
ARG,Argentina,ENTRE RIOS,2020,8,30.44,0.08,0.42,67.69
ARG,Argentina,ENTRE RIOS,2020,9,30.6,3.19,1.87,69.23
ARG,Argentina,ENTRE RIOS,2020,10,38.06,6.26,5.02,64.54
ARG,Argentina,ENTRE RIOS,2020,11,41.45,10.13,2.5,54.37
ARG,Argentina,ENTRE RIOS,2020,12,37.77,9.98,3.34,55.66
ARG,Argentina,ENTRE RIOS,2021,1,38.97,13.18,5.29,56.41
ARG,Argentina,ENTRE RIOS,2021,2,35.74,13.85,1.58,60.53
ARG,Argentina,ENTRE RIOS,2021,3,35.81,11.18,4.56,67.27
ARG,Argentina,ENTRE RIOS,2021,4,32.56,8.27,5.35,77.64
ARG,Argentina,ENTRE RIOS,2021,5,29.0,2.51,2.78,76.41
ARG,Argentina,ENTRE RIOS,2021,6,24.01,-1.06,1.9,83.34
ARG,Argentina,ENTRE RIOS,2021,7,25.71,-1.95,0.98,78.27
ARG,Argentina,ENTRE RIOS,2021,8,31.27,1.18,0.51,72.66
ARG,Argentina,ENTRE RIOS,2021,9,32.21,4.38,2.52,74.81
ARG,Argentina,ENTRE RIOS,2021,10,37.13,5.17,1.67,56.99
ARG,Argentina,ENTRE RIOS,2021,11,38.63,8.03,3.76,54.02
ARG,Argentina,ENTRE RIOS,2021,12,42.01,14.03,1.44,47.67
ARG,Argentina,ENTRE RIOS,2022,1,44.19,13.26,5.42,54.87
ARG,Argentina,ENTRE RIOS,2022,2,38.47,11.5,4.53,58.49
ARG,Argentina,ENTRE RIOS,2022,3,34.87,3.8,6.29,74.71
ARG,Argentina,ENTRE RIOS,2022,4,28.83,3.76,5.89,77.57
ARG,Argentina,ENTRE RIOS,2022,5,23.69,-0.3,3.24,83.39
ARG,Argentina,ENTRE RIOS,2022,6,20.73,-1.4,0.36,82.17
ARG,Argentina,ENTRE RIOS,2022,7,27.99,-0.71,0.72,82.42
ARG,Argentina,ENTRE RIOS,2022,8,27.0,-0.42,1.72,77.33
ARG,Argentina,ENTRE RIOS,2022,9,27.19,2.85,1.31,67.89
ARG,Argentina,ENTRE RIOS,2022,10,36.54,3.96,1.63,59.44
ARG,Argentina,ENTRE RIOS,2022,11,39.64,6.35,1.23,50.19
ARG,Argentina,ENTRE RIOS,2022,12,44.68,14.24,1.62,41.16
ARG,Argentina,FORMOSA,2010,1,41.66,17.17,3.42,58.03
ARG,Argentina,FORMOSA,2010,2,44.88,17.8,4.19,58.82
ARG,Argentina,FORMOSA,2010,3,38.08,17.19,4.39,67.21
ARG,Argentina,FORMOSA,2010,4,38.52,11.57,2.75,66.24
ARG,Argentina,FORMOSA,2010,5,32.97,5.52,4.59,76.25
ARG,Argentina,FORMOSA,2010,6,32.68,4.25,0.18,71.32
ARG,Argentina,FORMOSA,2010,7,34.49,1.03,1.23,65.1
ARG,Argentina,FORMOSA,2010,8,36.23,1.0,0.01,56.59
ARG,Argentina,FORMOSA,2010,9,38.92,8.0,2.99,60.09
ARG,Argentina,FORMOSA,2010,10,41.07,10.08,2.45,54.27
ARG,Argentina,FORMOSA,2010,11,39.63,11.5,1.59,45.6
ARG,Argentina,FORMOSA,2010,12,43.53,11.79,2.23,51.5
ARG,Argentina,FORMOSA,2011,1,41.11,21.29,2.29,54.61
ARG,Argentina,FORMOSA,2011,2,38.57,16.67,11.7,76.46
ARG,Argentina,FORMOSA,2011,3,35.21,13.67,4.03,74.12
ARG,Argentina,FORMOSA,2011,4,33.53,12.21,4.73,74.33
ARG,Argentina,FORMOSA,2011,5,30.89,4.65,1.5,78.2
ARG,Argentina,FORMOSA,2011,6,32.0,-0.04,1.46,75.0
ARG,Argentina,FORMOSA,2011,7,33.0,2.61,1.33,70.04
ARG,Argentina,FORMOSA,2011,8,37.79,2.58,0.04,54.61
ARG,Argentina,FORMOSA,2011,9,40.09,7.86,1.39,48.3
ARG,Argentina,FORMOSA,2011,10,41.93,14.41,1.03,50.15
ARG,Argentina,FORMOSA,2011,11,42.2,15.12,4.99,60.59
ARG,Argentina,FORMOSA,2011,12,42.8,16.96,1.44,49.2
ARG,Argentina,FORMOSA,2012,1,41.9,17.77,4.54,51.77
ARG,Argentina,FORMOSA,2012,2,40.48,19.86,2.58,62.35
ARG,Argentina,FORMOSA,2012,3,40.33,7.86,3.75,60.52
ARG,Argentina,FORMOSA,2012,4,34.4,6.94,5.69,79.61
ARG,Argentina,FORMOSA,2012,5,31.59,6.75,3.76,77.16
ARG,Argentina,FORMOSA,2012,6,31.2,-0.53,0.55,76.07
ARG,Argentina,FORMOSA,2012,7,31.27,1.72,0.15,65.07
ARG,Argentina,FORMOSA,2012,8,35.36,5.03,0.84,59.51
ARG,Argentina,FORMOSA,2012,9,41.82,7.03,0.05,45.65
ARG,Argentina,FORMOSA,2012,10,43.75,14.37,1.03,46.12
ARG,Argentina,FORMOSA,2012,11,40.62,16.61,1.76,52.38
ARG,Argentina,FORMOSA,2012,12,42.66,18.11,1.54,51.53
ARG,Argentina,FORMOSA,2013,1,43.08,17.14,1.95,45.43
ARG,Argentina,FORMOSA,2013,2,43.75,19.23,4.37,54.27
ARG,Argentina,FORMOSA,2013,3,40.89,14.67,0.73,51.83
ARG,Argentina,FORMOSA,2013,4,36.82,12.7,1.02,61.08
ARG,Argentina,FORMOSA,2013,5,37.31,9.1,1.16,66.42
ARG,Argentina,FORMOSA,2013,6,31.34,6.02,0.99,72.43
ARG,Argentina,FORMOSA,2013,7,33.89,-0.09,0.32,61.51
ARG,Argentina,FORMOSA,2013,8,37.32,1.17,0.47,47.68
ARG,Argentina,FORMOSA,2013,9,40.66,5.87,0.24,46.29
ARG,Argentina,FORMOSA,2013,10,39.85,10.05,9.21,60.92
ARG,Argentina,FORMOSA,2013,11,43.15,13.82,1.6,54.06
ARG,Argentina,FORMOSA,2013,12,43.85,19.03,1.82,51.23
ARG,Argentina,FORMOSA,2014,1,41.4,18.26,5.35,64.61
ARG,Argentina,FORMOSA,2014,2,40.56,16.44,1.32,53.17
ARG,Argentina,FORMOSA,2014,3,38.01,10.46,5.8,62.73
ARG,Argentina,FORMOSA,2014,4,36.29,8.57,4.69,74.25
ARG,Argentina,FORMOSA,2014,5,31.13,5.3,3.09,82.96
ARG,Argentina,FORMOSA,2014,6,30.02,5.36,2.11,79.59
ARG,Argentina,FORMOSA,2014,7,32.24,1.9,0.51,74.74
ARG,Argentina,FORMOSA,2014,8,36.44,3.86,0.03,60.2
ARG,Argentina,FORMOSA,2014,9,39.38,10.66,0.55,59.17
ARG,Argentina,FORMOSA,2014,10,44.39,17.62,0.74,47.38
ARG,Argentina,FORMOSA,2014,11,40.53,13.86,5.15,63.57
ARG,Argentina,FORMOSA,2014,12,41.71,15.73,3.77,55.4
ARG,Argentina,FORMOSA,2015,1,41.36,17.28,6.39,64.13
ARG,Argentina,FORMOSA,2015,2,41.54,16.03,5.18,65.44
ARG,Argentina,FORMOSA,2015,3,39.47,16.74,1.45,56.48
ARG,Argentina,FORMOSA,2015,4,34.8,14.8,6.59,77.13
ARG,Argentina,FORMOSA,2015,5,32.14,9.13,8.65,82.01
ARG,Argentina,FORMOSA,2015,6,29.58,3.64,0.67,82.89
ARG,Argentina,FORMOSA,2015,7,33.51,3.62,0.25,75.79
ARG,Argentina,FORMOSA,2015,8,38.88,9.1,0.72,66.07
ARG,Argentina,FORMOSA,2015,9,41.22,6.61,0.16,52.91
ARG,Argentina,FORMOSA,2015,10,40.86,11.5,3.0,59.47
ARG,Argentina,FORMOSA,2015,11,41.79,13.57,4.28,62.24
ARG,Argentina,FORMOSA,2015,12,39.34,18.72,5.33,69.53
ARG,Argentina,FORMOSA,2016,1,42.75,20.08,1.85,58.24
ARG,Argentina,FORMOSA,2016,2,40.91,19.41,8.37,72.92
ARG,Argentina,FORMOSA,2016,3,38.09,14.63,6.04,75.13
ARG,Argentina,FORMOSA,2016,4,38.18,5.87,2.76,71.46
ARG,Argentina,FORMOSA,2016,5,28.97,6.0,0.27,74.54
ARG,Argentina,FORMOSA,2016,6,28.94,3.78,0.52,70.84
ARG,Argentina,FORMOSA,2016,7,33.75,3.74,0.04,64.83
ARG,Argentina,FORMOSA,2016,8,37.77,5.25,0.84,56.09
ARG,Argentina,FORMOSA,2016,9,39.88,4.89,0.37,48.44
ARG,Argentina,FORMOSA,2016,10,41.88,10.3,2.58,53.62
ARG,Argentina,FORMOSA,2016,11,41.78,10.52,5.17,61.86
ARG,Argentina,FORMOSA,2016,12,40.04,14.04,6.29,66.46
ARG,Argentina,FORMOSA,2017,1,42.57,16.7,3.83,55.42
ARG,Argentina,FORMOSA,2017,2,40.28,16.96,5.19,64.28
ARG,Argentina,FORMOSA,2017,3,40.69,13.56,3.13,67.19
ARG,Argentina,FORMOSA,2017,4,34.16,7.82,4.36,75.82
ARG,Argentina,FORMOSA,2017,5,31.12,9.7,2.81,82.61
ARG,Argentina,FORMOSA,2017,6,31.64,2.39,0.77,72.74
ARG,Argentina,FORMOSA,2017,7,32.96,0.14,1.55,63.37
ARG,Argentina,FORMOSA,2017,8,38.82,5.89,1.03,57.51
ARG,Argentina,FORMOSA,2017,9,39.57,11.18,0.53,53.51
ARG,Argentina,FORMOSA,2017,10,43.1,11.32,1.7,51.19
ARG,Argentina,FORMOSA,2017,11,41.58,15.11,2.69,54.07
ARG,Argentina,FORMOSA,2017,12,42.84,18.5,5.75,59.49
ARG,Argentina,FORMOSA,2018,1,39.69,19.81,5.47,64.78
ARG,Argentina,FORMOSA,2018,2,38.43,16.3,1.16,62.58
ARG,Argentina,FORMOSA,2018,3,38.24,9.62,5.06,73.59
ARG,Argentina,FORMOSA,2018,4,37.11,17.96,0.04,59.24
ARG,Argentina,FORMOSA,2018,5,37.6,7.6,2.65,69.42
ARG,Argentina,FORMOSA,2018,6,32.52,1.56,0.03,64.63
ARG,Argentina,FORMOSA,2018,7,33.76,4.25,0.11,60.75
ARG,Argentina,FORMOSA,2018,8,38.31,3.67,0.74,52.57
ARG,Argentina,FORMOSA,2018,9,41.43,7.66,1.07,56.75
ARG,Argentina,FORMOSA,2018,10,42.0,14.31,4.25,63.18
ARG,Argentina,FORMOSA,2018,11,39.19,15.51,6.33,67.66
ARG,Argentina,FORMOSA,2018,12,42.0,13.66,2.7,56.94
ARG,Argentina,FORMOSA,2019,1,42.97,17.78,5.88,62.81
ARG,Argentina,FORMOSA,2019,2,41.69,16.38,4.65,60.43
ARG,Argentina,FORMOSA,2019,3,39.43,15.65,3.49,71.7
ARG,Argentina,FORMOSA,2019,4,34.4,12.11,9.4,82.11
ARG,Argentina,FORMOSA,2019,5,31.09,7.64,3.58,86.37
ARG,Argentina,FORMOSA,2019,6,31.48,5.11,0.06,79.27
ARG,Argentina,FORMOSA,2019,7,32.76,0.8,2.56,76.85
ARG,Argentina,FORMOSA,2019,8,36.84,3.36,0.13,66.99
ARG,Argentina,FORMOSA,2019,9,40.59,7.33,0.02,54.68
ARG,Argentina,FORMOSA,2019,10,43.79,12.73,1.17,55.82
ARG,Argentina,FORMOSA,2019,11,43.12,17.25,6.24,60.32
ARG,Argentina,FORMOSA,2019,12,40.71,15.82,4.13,61.14
ARG,Argentina,FORMOSA,2020,1,42.64,19.95,2.65,56.87
ARG,Argentina,FORMOSA,2020,2,41.67,13.85,1.64,55.79
ARG,Argentina,FORMOSA,2020,3,42.93,15.9,4.49,51.88
ARG,Argentina,FORMOSA,2020,4,37.27,10.57,0.23,55.16
ARG,Argentina,FORMOSA,2020,5,35.56,6.3,0.14,54.09
ARG,Argentina,FORMOSA,2020,6,34.77,4.45,0.28,56.65
ARG,Argentina,FORMOSA,2020,7,35.39,3.67,0.24,55.12
ARG,Argentina,FORMOSA,2020,8,39.69,2.34,0.24,44.89
ARG,Argentina,FORMOSA,2020,9,42.39,9.59,1.11,47.3
ARG,Argentina,FORMOSA,2020,10,43.54,13.02,1.37,42.15
ARG,Argentina,FORMOSA,2020,11,43.88,15.07,4.85,51.04
ARG,Argentina,FORMOSA,2020,12,41.65,16.39,6.8,63.99
ARG,Argentina,FORMOSA,2021,1,38.97,15.92,5.25,64.95
ARG,Argentina,FORMOSA,2021,2,40.32,17.25,1.5,60.61
ARG,Argentina,FORMOSA,2021,3,40.26,14.56,4.99,65.74
ARG,Argentina,FORMOSA,2021,4,36.62,9.73,2.35,68.56
ARG,Argentina,FORMOSA,2021,5,33.58,5.93,0.4,66.26
ARG,Argentina,FORMOSA,2021,6,34.33,0.51,0.16,64.96
ARG,Argentina,FORMOSA,2021,7,34.58,1.08,0.39,50.9
ARG,Argentina,FORMOSA,2021,8,38.92,5.93,0.01,47.51
ARG,Argentina,FORMOSA,2021,9,41.33,10.29,0.97,45.53
ARG,Argentina,FORMOSA,2021,10,40.7,11.28,4.23,57.34
ARG,Argentina,FORMOSA,2021,11,40.19,15.22,5.25,63.54
ARG,Argentina,FORMOSA,2021,12,43.91,18.16,0.37,41.5
ARG,Argentina,FORMOSA,2022,1,44.43,19.95,1.17,39.49
ARG,Argentina,FORMOSA,2022,2,43.26,18.68,3.03,49.94
ARG,Argentina,FORMOSA,2022,3,40.95,13.21,1.67,51.16
ARG,Argentina,FORMOSA,2022,4,38.49,10.04,0.77,56.84
ARG,Argentina,FORMOSA,2022,5,33.63,3.92,1.78,67.65
ARG,Argentina,FORMOSA,2022,6,32.44,2.87,1.14,67.42
ARG,Argentina,FORMOSA,2022,7,36.47,5.16,0.12,50.8
ARG,Argentina,FORMOSA,2022,8,38.54,3.28,0.06,47.11
ARG,Argentina,FORMOSA,2022,9,38.98,8.81,0.24,41.06
ARG,Argentina,FORMOSA,2022,10,41.37,10.29,4.56,51.86
ARG,Argentina,FORMOSA,2022,11,41.64,7.94,1.91,51.09
ARG,Argentina,FORMOSA,2022,12,46.25,18.8,1.75,45.44
ARG,Argentina,JUJUY,2010,1,23.24,-2.26,2.29,50.38
ARG,Argentina,JUJUY,2010,2,22.77,-0.9,6.12,56.5
ARG,Argentina,JUJUY,2010,3,20.68,-4.56,2.06,53.32
ARG,Argentina,JUJUY,2010,4,19.48,-5.36,0.38,44.1
ARG,Argentina,JUJUY,2010,5,16.42,-6.27,0.15,32.55
ARG,Argentina,JUJUY,2010,6,15.48,-7.2,0.03,28.07
ARG,Argentina,JUJUY,2010,7,14.9,-12.18,0.08,14.8
ARG,Argentina,JUJUY,2010,8,18.51,-6.76,0.18,17.39
ARG,Argentina,JUJUY,2010,9,19.8,-7.31,0.02,16.42
ARG,Argentina,JUJUY,2010,10,20.49,-7.58,0.07,21.58
ARG,Argentina,JUJUY,2010,11,22.66,-7.04,0.19,25.29
ARG,Argentina,JUJUY,2010,12,25.51,-4.52,2.85,34.78
ARG,Argentina,JUJUY,2011,1,23.26,-5.99,2.51,48.59
ARG,Argentina,JUJUY,2011,2,19.04,-4.73,3.85,67.43
ARG,Argentina,JUJUY,2011,3,20.81,-3.24,2.27,55.24
ARG,Argentina,JUJUY,2011,4,18.87,-7.05,0.98,42.98
ARG,Argentina,JUJUY,2011,5,16.4,-7.56,0.19,35.46
ARG,Argentina,JUJUY,2011,6,15.05,-9.03,0.08,29.37
ARG,Argentina,JUJUY,2011,7,16.73,-9.86,0.05,24.95
ARG,Argentina,JUJUY,2011,8,17.15,-7.06,0.01,17.73
ARG,Argentina,JUJUY,2011,9,19.23,-6.98,0.07,27.71
ARG,Argentina,JUJUY,2011,10,20.75,-8.46,0.43,27.64
ARG,Argentina,JUJUY,2011,11,23.33,-5.41,0.82,36.74
ARG,Argentina,JUJUY,2011,12,22.02,-5.89,3.66,46.92
ARG,Argentina,JUJUY,2012,1,20.23,-3.7,3.99,57.89
ARG,Argentina,JUJUY,2012,2,18.6,-4.79,3.32,66.05
ARG,Argentina,JUJUY,2012,3,20.21,-3.72,2.13,59.5
ARG,Argentina,JUJUY,2012,4,18.3,-6.47,1.46,46.19
ARG,Argentina,JUJUY,2012,5,16.41,-7.05,0.05,34.22
ARG,Argentina,JUJUY,2012,6,15.76,-8.24,0.02,25.53
ARG,Argentina,JUJUY,2012,7,15.49,-6.71,0.01,22.68
ARG,Argentina,JUJUY,2012,8,17.13,-6.58,0.0,19.71
ARG,Argentina,JUJUY,2012,9,20.79,-6.71,0.01,27.98
ARG,Argentina,JUJUY,2012,10,22.79,-6.9,0.41,22.52
ARG,Argentina,JUJUY,2012,11,23.49,-4.3,1.41,27.4
ARG,Argentina,JUJUY,2012,12,24.28,-2.65,2.39,43.22
ARG,Argentina,JUJUY,2013,1,22.25,-3.9,6.07,59.56
ARG,Argentina,JUJUY,2013,2,20.5,-3.59,3.36,63.18
ARG,Argentina,JUJUY,2013,3,21.54,-6.61,1.32,46.49
ARG,Argentina,JUJUY,2013,4,18.24,-6.37,0.06,35.11
ARG,Argentina,JUJUY,2013,5,17.47,-5.98,0.04,31.23
ARG,Argentina,JUJUY,2013,6,13.0,-7.92,0.23,27.96
ARG,Argentina,JUJUY,2013,7,16.26,-8.37,0.03,26.6
ARG,Argentina,JUJUY,2013,8,18.13,-8.66,0.0,17.45
ARG,Argentina,JUJUY,2013,9,17.55,-6.82,0.05,24.67
ARG,Argentina,JUJUY,2013,10,21.79,-6.65,0.62,26.37
ARG,Argentina,JUJUY,2013,11,23.61,-6.09,0.9,31.82
ARG,Argentina,JUJUY,2013,12,23.04,-1.6,2.85,48.74
ARG,Argentina,JUJUY,2014,1,22.94,-1.67,4.83,56.66
ARG,Argentina,JUJUY,2014,2,20.75,-3.4,2.7,51.23
ARG,Argentina,JUJUY,2014,3,20.94,-6.13,1.23,43.37
ARG,Argentina,JUJUY,2014,4,21.0,-6.18,0.76,39.68
ARG,Argentina,JUJUY,2014,5,17.23,-9.08,0.41,30.34
ARG,Argentina,JUJUY,2014,6,14.18,-8.31,0.13,22.06
ARG,Argentina,JUJUY,2014,7,13.62,-8.27,0.02,21.31
ARG,Argentina,JUJUY,2014,8,16.52,-6.62,0.19,28.99
ARG,Argentina,JUJUY,2014,9,21.45,-7.12,0.09,22.03
ARG,Argentina,JUJUY,2014,10,22.19,-5.45,1.2,40.82
ARG,Argentina,JUJUY,2014,11,23.35,-5.14,0.86,28.78
ARG,Argentina,JUJUY,2014,12,23.51,-5.2,1.83,33.1
ARG,Argentina,JUJUY,2015,1,21.37,-2.51,3.2,54.63
ARG,Argentina,JUJUY,2015,2,21.13,-5.73,3.53,59.12
ARG,Argentina,JUJUY,2015,3,20.32,-6.35,2.26,61.44
ARG,Argentina,JUJUY,2015,4,19.64,-5.09,1.11,48.36
ARG,Argentina,JUJUY,2015,5,15.43,-6.91,0.15,31.99
ARG,Argentina,JUJUY,2015,6,16.33,-5.89,0.03,21.33
ARG,Argentina,JUJUY,2015,7,15.97,-9.5,0.05,21.75
ARG,Argentina,JUJUY,2015,8,18.97,-7.35,0.17,21.15
ARG,Argentina,JUJUY,2015,9,19.83,-6.41,0.05,23.59
ARG,Argentina,JUJUY,2015,10,21.23,-6.68,0.1,25.97
ARG,Argentina,JUJUY,2015,11,23.06,-7.78,0.9,24.83
ARG,Argentina,JUJUY,2015,12,23.05,-3.89,1.72,28.79
ARG,Argentina,JUJUY,2016,1,23.84,-1.1,4.12,45.7
ARG,Argentina,JUJUY,2016,2,22.51,-2.63,3.75,57.33
ARG,Argentina,JUJUY,2016,3,21.48,-5.79,1.33,45.77
ARG,Argentina,JUJUY,2016,4,20.17,-6.64,0.78,39.39
ARG,Argentina,JUJUY,2016,5,16.89,-6.6,0.22,31.72
ARG,Argentina,JUJUY,2016,6,13.77,-7.41,0.18,24.99
ARG,Argentina,JUJUY,2016,7,15.8,-6.79,0.06,21.45
ARG,Argentina,JUJUY,2016,8,16.61,-7.12,0.08,22.9
ARG,Argentina,JUJUY,2016,9,21.59,-7.17,0.54,27.09
ARG,Argentina,JUJUY,2016,10,20.38,-6.25,0.34,27.84
ARG,Argentina,JUJUY,2016,11,21.3,-7.34,1.85,31.01
ARG,Argentina,JUJUY,2016,12,22.77,-6.12,2.1,41.47
ARG,Argentina,JUJUY,2017,1,21.05,-3.41,3.25,58.2
ARG,Argentina,JUJUY,2017,2,22.34,-3.32,2.42,53.72
ARG,Argentina,JUJUY,2017,3,21.93,-2.15,3.19,58.97
ARG,Argentina,JUJUY,2017,4,19.47,-6.32,0.62,40.46
ARG,Argentina,JUJUY,2017,5,16.33,-6.2,0.09,34.28
ARG,Argentina,JUJUY,2017,6,16.04,-6.84,0.06,25.4
ARG,Argentina,JUJUY,2017,7,16.4,-6.49,0.08,25.56
ARG,Argentina,JUJUY,2017,8,19.56,-7.32,0.01,17.17
ARG,Argentina,JUJUY,2017,9,21.78,-6.89,0.05,26.15
ARG,Argentina,JUJUY,2017,10,21.46,-6.47,0.19,21.21
ARG,Argentina,JUJUY,2017,11,24.2,-6.93,0.85,24.5
ARG,Argentina,JUJUY,2017,12,23.65,-4.01,2.24,41.94
ARG,Argentina,JUJUY,2018,1,22.57,-3.88,4.38,56.36
ARG,Argentina,JUJUY,2018,2,19.28,-3.73,3.21,63.1
ARG,Argentina,JUJUY,2018,3,21.41,-4.89,2.34,53.01
ARG,Argentina,JUJUY,2018,4,20.09,-6.17,1.55,52.34
ARG,Argentina,JUJUY,2018,5,16.91,-6.35,0.31,32.66
ARG,Argentina,JUJUY,2018,6,14.62,-8.97,0.03,28.39
ARG,Argentina,JUJUY,2018,7,15.04,-6.58,0.1,31.03
ARG,Argentina,JUJUY,2018,8,15.87,-6.56,0.0,24.08
ARG,Argentina,JUJUY,2018,9,19.08,-6.36,0.09,23.45
ARG,Argentina,JUJUY,2018,10,22.34,-5.41,2.16,32.35
ARG,Argentina,JUJUY,2018,11,22.86,-4.71,1.33,33.04
ARG,Argentina,JUJUY,2018,12,23.69,-7.22,4.18,41.85
ARG,Argentina,JUJUY,2019,1,22.37,-2.82,2.49,57.56
ARG,Argentina,JUJUY,2019,2,21.47,-1.91,2.91,60.92
ARG,Argentina,JUJUY,2019,3,21.58,-6.3,2.23,46.72
ARG,Argentina,JUJUY,2019,4,20.0,-6.92,1.0,42.79
ARG,Argentina,JUJUY,2019,5,18.27,-7.23,0.13,32.79
ARG,Argentina,JUJUY,2019,6,17.17,-5.71,0.08,26.67
ARG,Argentina,JUJUY,2019,7,16.04,-8.7,0.02,23.62
ARG,Argentina,JUJUY,2019,8,18.0,-7.41,0.0,19.88
ARG,Argentina,JUJUY,2019,9,23.13,-6.35,0.0,24.93
ARG,Argentina,JUJUY,2019,10,22.84,-6.35,0.24,29.93
ARG,Argentina,JUJUY,2019,11,23.1,-2.88,2.85,45.3
ARG,Argentina,JUJUY,2019,12,22.91,-2.55,1.79,42.03
ARG,Argentina,JUJUY,2020,1,22.88,-1.83,4.03,57.14
ARG,Argentina,JUJUY,2020,2,22.46,-0.62,3.85,62.3
ARG,Argentina,JUJUY,2020,3,21.31,-2.68,1.33,61.32
ARG,Argentina,JUJUY,2020,4,19.71,-6.16,0.73,46.8
ARG,Argentina,JUJUY,2020,5,17.84,-6.16,0.03,30.14
ARG,Argentina,JUJUY,2020,6,16.22,-6.4,0.03,28.8
ARG,Argentina,JUJUY,2020,7,17.35,-6.74,0.01,15.3
ARG,Argentina,JUJUY,2020,8,18.47,-7.38,0.03,29.39
ARG,Argentina,JUJUY,2020,9,21.88,-7.35,0.2,25.69
ARG,Argentina,JUJUY,2020,10,22.35,-5.12,0.61,37.57
ARG,Argentina,JUJUY,2020,11,23.53,-8.94,0.82,30.17
ARG,Argentina,JUJUY,2020,12,24.58,-2.57,1.7,41.73
ARG,Argentina,JUJUY,2021,1,23.9,-3.71,4.93,53.82
ARG,Argentina,JUJUY,2021,2,21.85,-4.43,3.99,55.46
ARG,Argentina,JUJUY,2021,3,19.37,-6.28,3.3,63.79
ARG,Argentina,JUJUY,2021,4,19.74,-6.41,0.66,44.52
ARG,Argentina,JUJUY,2021,5,16.74,-5.87,0.17,34.82
ARG,Argentina,JUJUY,2021,6,13.95,-7.64,0.06,25.41
ARG,Argentina,JUJUY,2021,7,15.21,-7.11,0.0,30.16
ARG,Argentina,JUJUY,2021,8,17.32,-7.35,0.11,24.75
ARG,Argentina,JUJUY,2021,9,22.09,-6.8,0.3,30.09
ARG,Argentina,JUJUY,2021,10,22.66,-6.77,0.09,26.83
ARG,Argentina,JUJUY,2021,11,23.34,-6.09,0.79,31.23
ARG,Argentina,JUJUY,2021,12,23.9,-3.72,3.86,55.23
ARG,Argentina,JUJUY,2022,1,21.81,-1.19,4.93,58.73
ARG,Argentina,JUJUY,2022,2,22.11,-4.78,1.62,58.28
ARG,Argentina,JUJUY,2022,3,20.0,-5.69,4.28,58.28
ARG,Argentina,JUJUY,2022,4,18.66,-7.43,2.84,37.06
ARG,Argentina,JUJUY,2022,5,16.84,-6.91,0.06,33.04
ARG,Argentina,JUJUY,2022,6,14.55,-8.1,0.0,29.75
ARG,Argentina,JUJUY,2022,7,17.0,-5.49,0.0,23.88
ARG,Argentina,JUJUY,2022,8,16.8,-7.34,0.01,20.37
ARG,Argentina,JUJUY,2022,9,16.7,-7.63,0.12,17.9
ARG,Argentina,JUJUY,2022,10,20.41,-7.57,0.02,24.77
ARG,Argentina,JUJUY,2022,11,22.95,-7.84,0.29,34.65
ARG,Argentina,JUJUY,2022,12,22.38,-5.09,2.15,50.02
ARG,Argentina,LA RIOJA,2010,1,39.75,16.21,1.37,45.95
ARG,Argentina,LA RIOJA,2010,2,40.45,14.92,4.42,60.18
ARG,Argentina,LA RIOJA,2010,3,34.74,15.21,2.76,65.34
ARG,Argentina,LA RIOJA,2010,4,31.33,8.61,1.28,65.98
ARG,Argentina,LA RIOJA,2010,5,26.42,4.82,0.84,65.42
ARG,Argentina,LA RIOJA,2010,6,26.19,3.71,0.01,61.7
ARG,Argentina,LA RIOJA,2010,7,26.89,-1.94,0.47,54.69
ARG,Argentina,LA RIOJA,2010,8,30.98,-2.73,0.01,54.03
ARG,Argentina,LA RIOJA,2010,9,33.72,4.88,0.14,45.41
ARG,Argentina,LA RIOJA,2010,10,35.61,7.36,0.5,43.25
ARG,Argentina,LA RIOJA,2010,11,40.15,11.87,1.26,39.64
ARG,Argentina,LA RIOJA,2010,12,38.64,12.86,3.02,40.5
ARG,Argentina,LA RIOJA,2011,1,37.9,17.57,2.13,53.21
ARG,Argentina,LA RIOJA,2011,2,36.1,15.91,4.96,63.25
ARG,Argentina,LA RIOJA,2011,3,34.31,11.32,0.94,62.56
ARG,Argentina,LA RIOJA,2011,4,32.32,6.73,0.59,58.98
ARG,Argentina,LA RIOJA,2011,5,27.79,3.8,0.0,63.83
ARG,Argentina,LA RIOJA,2011,6,23.96,1.16,0.03,59.84
ARG,Argentina,LA RIOJA,2011,7,25.9,-2.53,0.16,53.93
