iso_a0,pais,adm_1_name,ano,mes,tmax_promedio,tmin_promedio,precipitacion,humedad_promedio
ECU,Ecuador,PASTAZA,2011,12,28.87,20.27,6.42,91.12
ECU,Ecuador,PASTAZA,2012,1,29.86,19.76,9.69,91.74
ECU,Ecuador,PASTAZA,2012,2,29.05,20.19,10.58,91.78
ECU,Ecuador,PASTAZA,2012,3,28.39,19.52,15.63,92.65
ECU,Ecuador,PASTAZA,2012,4,29.06,20.37,9.76,93.38
ECU,Ecuador,PASTAZA,2012,5,27.87,19.33,9.92,92.61
ECU,Ecuador,PASTAZA,2012,6,28.29,17.79,9.51,92.36
ECU,Ecuador,PASTAZA,2012,7,27.78,17.7,10.13,91.48
ECU,Ecuador,PASTAZA,2012,8,28.32,18.04,6.13,88.63
ECU,Ecuador,PASTAZA,2012,9,28.71,17.97,6.22,88.61
ECU,Ecuador,PASTAZA,2012,10,29.07,19.94,7.4,91.71
ECU,Ecuador,PASTAZA,2012,11,29.19,20.49,8.3,92.88
ECU,Ecuador,PASTAZA,2012,12,29.28,20.9,7.24,92.18
ECU,Ecuador,PASTAZA,2013,1,30.21,21.11,7.87,90.58
ECU,Ecuador,PASTAZA,2013,2,29.6,20.22,9.29,91.6
ECU,Ecuador,PASTAZA,2013,3,29.59,21.08,11.03,92.35
ECU,Ecuador,PASTAZA,2013,4,29.5,18.33,12.18,92.1
ECU,Ecuador,PASTAZA,2013,5,28.72,20.31,10.07,92.94
ECU,Ecuador,PASTAZA,2013,6,28.44,18.61,9.91,92.18
ECU,Ecuador,PASTAZA,2013,7,27.12,17.94,11.13,92.14
ECU,Ecuador,PASTAZA,2013,8,28.46,17.83,9.05,90.51
ECU,Ecuador,PASTAZA,2013,9,29.28,17.88,8.9,89.64
ECU,Ecuador,PASTAZA,2013,10,29.2,20.29,8.32,90.64
ECU,Ecuador,PASTAZA,2013,11,28.51,21.04,8.28,92.65
ECU,Ecuador,PASTAZA,2013,12,29.13,20.09,7.8,91.38
ECU,Ecuador,PASTAZA,2014,1,29.51,20.95,8.79,91.09
ECU,Ecuador,PASTAZA,2014,2,29.52,20.87,8.14,91.98
ECU,Ecuador,PASTAZA,2014,3,29.32,20.85,5.31,91.89
ECU,Ecuador,PASTAZA,2014,4,29.27,20.28,3.33,90.3
ECU,Ecuador,PASTAZA,2014,5,29.3,20.37,4.93,91.43
ECU,Ecuador,PASTAZA,2014,6,28.82,18.75,9.66,92.27
ECU,Ecuador,PASTAZA,2014,7,27.67,17.95,8.39,90.8
ECU,Ecuador,PASTAZA,2014,8,27.93,17.92,6.83,89.09
ECU,Ecuador,PASTAZA,2014,9,29.25,19.08,6.49,90.02
ECU,Ecuador,PASTAZA,2014,10,29.15,18.58,9.12,90.61
ECU,Ecuador,PASTAZA,2014,11,28.91,20.86,7.74,92.81
ECU,Ecuador,PASTAZA,2014,12,29.29,20.36,9.21,91.43
ECU,Ecuador,PASTAZA,2015,1,29.08,20.08,9.41,91.85
ECU,Ecuador,PASTAZA,2015,2,29.12,20.59,9.65,91.86
ECU,Ecuador,PASTAZA,2015,3,29.89,21.07,12.53,92.3
ECU,Ecuador,PASTAZA,2015,4,29.13,20.1,17.06,92.67
ECU,Ecuador,PASTAZA,2015,5,28.28,20.15,10.81,92.91
ECU,Ecuador,PASTAZA,2015,6,28.14,18.91,10.55,92.53
ECU,Ecuador,PASTAZA,2015,7,28.31,18.67,9.69,91.76
ECU,Ecuador,PASTAZA,2015,8,29.24,18.76,7.48,89.24
ECU,Ecuador,PASTAZA,2015,9,29.5,18.79,5.93,88.79
ECU,Ecuador,PASTAZA,2015,10,29.9,20.36,9.11,91.44
ECU,Ecuador,PASTAZA,2015,11,29.81,20.72,9.7,92.26
ECU,Ecuador,PASTAZA,2015,12,30.0,19.23,9.94,91.06
ECU,Ecuador,PASTAZA,2016,1,30.57,22.03,3.96,90.29
ECU,Ecuador,PASTAZA,2016,2,30.43,20.35,10.77,92.01
ECU,Ecuador,PASTAZA,2016,3,30.51,21.7,13.36,92.99
ECU,Ecuador,PASTAZA,2016,4,29.87,20.62,13.92,92.84
ECU,Ecuador,PASTAZA,2016,5,28.83,20.67,13.5,93.03
ECU,Ecuador,PASTAZA,2016,6,27.63,18.74,14.27,93.07
ECU,Ecuador,PASTAZA,2016,7,27.99,17.78,7.33,90.99
ECU,Ecuador,PASTAZA,2016,8,28.87,18.85,6.12,89.45
ECU,Ecuador,PASTAZA,2016,9,29.25,19.85,10.24,90.51
ECU,Ecuador,PASTAZA,2016,10,29.54,20.21,8.82,91.83
ECU,Ecuador,PASTAZA,2016,11,29.82,21.07,9.08,92.3
ECU,Ecuador,PASTAZA,2016,12,28.81,20.77,6.45,92.55
ECU,Ecuador,PASTAZA,2017,1,28.89,19.9,11.81,91.86
ECU,Ecuador,PASTAZA,2017,2,29.69,20.5,9.02,91.97
ECU,Ecuador,PASTAZA,2017,3,29.06,21.09,9.87,92.27
ECU,Ecuador,PASTAZA,2017,4,28.8,20.98,10.63,93.19
ECU,Ecuador,PASTAZA,2017,5,28.61,20.29,9.06,93.23
ECU,Ecuador,PASTAZA,2017,6,28.27,19.01,10.73,92.39
ECU,Ecuador,PASTAZA,2017,7,27.36,17.32,7.07,89.92
ECU,Ecuador,PASTAZA,2017,8,28.64,18.15,7.21,90.54
ECU,Ecuador,PASTAZA,2017,9,29.08,19.01,7.66,90.97
ECU,Ecuador,PASTAZA,2017,10,29.51,20.31,6.88,91.23
ECU,Ecuador,PASTAZA,2017,11,29.18,21.21,10.72,93.09
ECU,Ecuador,PASTAZA,2017,12,29.54,21.03,10.51,92.76
ECU,Ecuador,PASTAZA,2018,1,29.84,20.08,9.88,91.91
ECU,Ecuador,PASTAZA,2018,2,29.54,20.44,6.41,89.83
ECU,Ecuador,PASTAZA,2018,3,29.53,20.6,9.03,92.07
ECU,Ecuador,PASTAZA,2018,4,28.43,20.8,10.55,93.56
ECU,Ecuador,PASTAZA,2018,5,28.75,19.35,11.64,93.38
ECU,Ecuador,PASTAZA,2018,6,27.8,16.98,18.88,92.67
ECU,Ecuador,PASTAZA,2018,7,27.77,17.62,8.12,91.59
ECU,Ecuador,PASTAZA,2018,8,28.09,17.63,7.18,89.68
ECU,Ecuador,PASTAZA,2018,9,29.32,16.85,4.41,89.32
ECU,Ecuador,PASTAZA,2018,10,29.18,20.05,10.73,92.83
ECU,Ecuador,PASTAZA,2018,11,29.34,20.4,9.83,94.17
ECU,Ecuador,PASTAZA,2018,12,28.83,20.85,6.81,91.45
ECU,Ecuador,PASTAZA,2019,1,29.57,20.61,7.34,91.9
ECU,Ecuador,PASTAZA,2019,2,29.59,21.84,10.21,91.52
ECU,Ecuador,PASTAZA,2019,3,29.6,21.2,8.3,92.5
ECU,Ecuador,PASTAZA,2019,4,29.48,21.46,8.85,92.78
ECU,Ecuador,PASTAZA,2019,5,29.03,20.39,10.18,92.65
ECU,Ecuador,PASTAZA,2019,6,28.51,18.34,11.8,93.23
ECU,Ecuador,PASTAZA,2019,7,27.69,17.61,6.19,90.88
ECU,Ecuador,PASTAZA,2019,8,28.48,17.35,6.98,88.66
ECU,Ecuador,PASTAZA,2019,9,29.06,18.92,3.91,89.42
ECU,Ecuador,PASTAZA,2019,10,28.95,18.93,8.03,91.78
ECU,Ecuador,PASTAZA,2019,11,29.36,20.91,7.09,93.23
ECU,Ecuador,PASTAZA,2019,12,29.2,20.66,9.49,92.73
ECU,Ecuador,PASTAZA,2020,1,30.23,20.88,4.72,90.68
ECU,Ecuador,PASTAZA,2020,2,30.03,21.45,4.58,90.51
ECU,Ecuador,PASTAZA,2020,3,30.49,21.45,3.37,91.21
ECU,Ecuador,PASTAZA,2020,4,29.7,19.68,9.64,92.37
ECU,Ecuador,PASTAZA,2020,5,28.91,20.1,11.85,93.16
ECU,Ecuador,PASTAZA,2020,6,28.62,19.34,9.79,92.73
ECU,Ecuador,PASTAZA,2020,7,28.22,17.72,6.71,90.93
ECU,Ecuador,PASTAZA,2020,8,29.48,18.55,1.81,89.04
ECU,Ecuador,PASTAZA,2020,9,29.29,18.41,4.32,89.41
ECU,Ecuador,PASTAZA,2020,10,30.61,18.78,2.86,88.18
ECU,Ecuador,PASTAZA,2020,11,31.02,21.23,2.8,87.77
ECU,Ecuador,PASTAZA,2020,12,29.04,19.9,6.51,91.93
ECU,Ecuador,PASTAZA,2021,1,29.99,19.87,7.66,91.65
ECU,Ecuador,PASTAZA,2021,2,30.31,21.51,9.32,91.49
ECU,Ecuador,PASTAZA,2021,3,28.97,19.74,9.44,92.5
ECU,Ecuador,PASTAZA,2021,4,28.92,20.59,11.76,92.64
ECU,Ecuador,PASTAZA,2021,5,28.83,19.62,9.47,91.96
ECU,Ecuador,PASTAZA,2021,6,28.6,18.77,11.31,92.65
ECU,Ecuador,PASTAZA,2021,7,28.01,17.55,3.52,89.74
ECU,Ecuador,PASTAZA,2021,8,28.65,17.18,2.93,88.63
ECU,Ecuador,PASTAZA,2021,9,29.24,18.33,3.11,88.97
ECU,Ecuador,PASTAZA,2021,10,29.71,19.57,7.25,91.92
ECU,Ecuador,PASTAZA,2021,11,28.7,20.83,7.5,93.37
ECU,Ecuador,PASTAZA,2021,12,30.15,21.14,10.85,92.44
ECU,Ecuador,PASTAZA,2022,1,29.64,19.29,4.48,90.03
ECU,Ecuador,PASTAZA,2022,2,29.5,20.8,6.93,91.23
ECU,Ecuador,PASTAZA,2022,3,29.14,20.12,11.64,93.17
ECU,Ecuador,PASTAZA,2022,4,28.78,19.85,11.19,92.38
ECU,Ecuador,PASTAZA,2022,5,27.83,19.18,10.96,92.49
ECU,Ecuador,PASTAZA,2022,6,27.64,17.2,10.79,92.51
ECU,Ecuador,PASTAZA,2022,7,27.87,18.75,11.07,92.3
ECU,Ecuador,PASTAZA,2022,8,28.91,18.09,5.7,90.46
ECU,Ecuador,PASTAZA,2022,9,29.06,18.9,6.79,89.89
ECU,Ecuador,PASTAZA,2022,10,29.47,18.53,10.93,91.66
ECU,Ecuador,PASTAZA,2022,11,29.67,17.7,8.18,91.51
ECU,Ecuador,PASTAZA,2022,12,28.78,19.73,6.66,91.63
ECU,Ecuador,PICHINCHA,2010,1,19.58,4.33,1.19,82.69
ECU,Ecuador,PICHINCHA,2010,2,19.14,5.58,3.5,83.86
ECU,Ecuador,PICHINCHA,2010,3,19.31,5.42,3.13,82.41
ECU,Ecuador,PICHINCHA,2010,4,18.01,5.11,5.98,86.28
ECU,Ecuador,PICHINCHA,2010,5,18.3,5.64,3.58,86.25
ECU,Ecuador,PICHINCHA,2010,6,15.82,2.1,2.04,86.28
ECU,Ecuador,PICHINCHA,2010,7,16.62,2.58,2.26,86.04
ECU,Ecuador,PICHINCHA,2010,8,16.79,2.6,0.81,82.87
ECU,Ecuador,PICHINCHA,2010,9,19.03,3.13,2.17,81.04
ECU,Ecuador,PICHINCHA,2010,10,18.44,3.37,2.13,82.95
ECU,Ecuador,PICHINCHA,2010,11,18.64,3.82,5.93,86.21
ECU,Ecuador,PICHINCHA,2010,12,16.46,5.12,5.22,87.28
ECU,Ecuador,PICHINCHA,2011,1,17.19,3.72,3.64,86.05
ECU,Ecuador,PICHINCHA,2011,2,17.42,4.55,5.41,86.83
ECU,Ecuador,PICHINCHA,2011,3,17.64,3.79,3.64,86.23
ECU,Ecuador,PICHINCHA,2011,4,16.59,4.98,8.87,88.13
ECU,Ecuador,PICHINCHA,2011,5,17.65,4.61,2.35,87.68
ECU,Ecuador,PICHINCHA,2011,6,16.69,1.67,1.74,87.53
ECU,Ecuador,PICHINCHA,2011,7,15.66,3.23,2.86,86.97
ECU,Ecuador,PICHINCHA,2011,8,16.64,3.57,1.69,84.35
ECU,Ecuador,PICHINCHA,2011,9,17.03,2.38,1.82,84.51
ECU,Ecuador,PICHINCHA,2011,10,18.0,4.3,2.9,83.96
ECU,Ecuador,PICHINCHA,2011,11,18.22,3.5,3.27,84.4
ECU,Ecuador,PICHINCHA,2011,12,17.13,3.63,4.13,86.85
ECU,Ecuador,PICHINCHA,2012,1,17.73,4.57,6.53,87.7
ECU,Ecuador,PICHINCHA,2012,2,17.08,4.38,6.18,87.95
ECU,Ecuador,PICHINCHA,2012,3,16.36,3.65,6.11,88.38
ECU,Ecuador,PICHINCHA,2012,4,15.63,4.46,7.57,89.45
ECU,Ecuador,PICHINCHA,2012,5,15.25,3.89,2.79,89.26
ECU,Ecuador,PICHINCHA,2012,6,16.24,2.51,1.48,87.44
ECU,Ecuador,PICHINCHA,2012,7,15.2,3.06,0.99,86.48
ECU,Ecuador,PICHINCHA,2012,8,17.24,0.79,0.76,83.5
ECU,Ecuador,PICHINCHA,2012,9,18.37,1.76,0.74,82.39
ECU,Ecuador,PICHINCHA,2012,10,17.76,3.92,3.33,84.78
ECU,Ecuador,PICHINCHA,2012,11,18.64,5.54,3.91,85.49
ECU,Ecuador,PICHINCHA,2012,12,17.51,4.82,1.79,85.73
ECU,Ecuador,PICHINCHA,2013,1,18.77,5.34,2.73,86.2
ECU,Ecuador,PICHINCHA,2013,2,16.95,5.06,6.15,86.84
ECU,Ecuador,PICHINCHA,2013,3,17.64,5.06,3.9,86.67
ECU,Ecuador,PICHINCHA,2013,4,19.04,3.1,3.85,84.91
ECU,Ecuador,PICHINCHA,2013,5,17.1,5.0,5.63,87.88
ECU,Ecuador,PICHINCHA,2013,6,15.42,2.48,1.1,86.85
ECU,Ecuador,PICHINCHA,2013,7,14.8,3.39,1.05,86.61
ECU,Ecuador,PICHINCHA,2013,8,16.31,2.21,1.05,85.19
ECU,Ecuador,PICHINCHA,2013,9,17.99,2.08,1.03,82.33
ECU,Ecuador,PICHINCHA,2013,10,18.96,3.63,3.39,83.35
ECU,Ecuador,PICHINCHA,2013,11,18.88,4.1,1.93,84.18
ECU,Ecuador,PICHINCHA,2013,12,17.91,4.47,2.5,85.24
ECU,Ecuador,PICHINCHA,2014,1,17.44,3.24,4.13,86.27
ECU,Ecuador,PICHINCHA,2014,2,17.67,4.94,2.94,86.15
ECU,Ecuador,PICHINCHA,2014,3,18.84,4.24,3.55,85.91
ECU,Ecuador,PICHINCHA,2014,4,17.19,3.81,1.23,85.58
ECU,Ecuador,PICHINCHA,2014,5,17.37,5.11,5.71,86.52
ECU,Ecuador,PICHINCHA,2014,6,16.13,4.65,1.96,86.77
ECU,Ecuador,PICHINCHA,2014,7,16.28,3.57,0.67,85.58
ECU,Ecuador,PICHINCHA,2014,8,16.72,1.66,0.94,83.16
ECU,Ecuador,PICHINCHA,2014,9,18.67,2.98,1.63,81.39
ECU,Ecuador,PICHINCHA,2014,10,18.09,2.36,3.85,83.98
ECU,Ecuador,PICHINCHA,2014,11,17.93,3.72,4.02,86.31
ECU,Ecuador,PICHINCHA,2014,12,18.51,4.15,2.21,85.63
ECU,Ecuador,PICHINCHA,2015,1,17.57,4.96,4.09,85.79
ECU,Ecuador,PICHINCHA,2015,2,17.73,5.3,4.27,86.38
ECU,Ecuador,PICHINCHA,2015,3,17.21,4.99,5.22,86.83
ECU,Ecuador,PICHINCHA,2015,4,17.03,4.82,4.99,87.09
ECU,Ecuador,PICHINCHA,2015,5,16.73,5.02,3.35,87.74
ECU,Ecuador,PICHINCHA,2015,6,15.62,3.16,2.84,88.24
ECU,Ecuador,PICHINCHA,2015,7,15.94,3.55,2.68,86.91
ECU,Ecuador,PICHINCHA,2015,8,15.96,3.19,1.54,85.69
ECU,Ecuador,PICHINCHA,2015,9,17.02,2.54,1.18,83.06
ECU,Ecuador,PICHINCHA,2015,10,17.46,3.7,3.07,83.73
ECU,Ecuador,PICHINCHA,2015,11,19.79,2.85,5.73,85.8
ECU,Ecuador,PICHINCHA,2015,12,17.25,3.19,2.13,85.72
ECU,Ecuador,PICHINCHA,2016,1,18.95,4.27,2.8,85.32
ECU,Ecuador,PICHINCHA,2016,2,19.33,5.03,2.81,85.78
ECU,Ecuador,PICHINCHA,2016,3,18.95,6.35,4.79,86.27
ECU,Ecuador,PICHINCHA,2016,4,18.48,4.36,5.5,86.64
ECU,Ecuador,PICHINCHA,2016,5,17.2,5.43,4.0,87.67
ECU,Ecuador,PICHINCHA,2016,6,15.36,3.35,3.81,87.45
ECU,Ecuador,PICHINCHA,2016,7,15.63,2.85,2.89,86.85
ECU,Ecuador,PICHINCHA,2016,8,16.06,1.21,1.03,84.53
ECU,Ecuador,PICHINCHA,2016,9,17.43,2.48,3.83,83.93
ECU,Ecuador,PICHINCHA,2016,10,18.97,2.86,3.45,84.59
ECU,Ecuador,PICHINCHA,2016,11,18.78,4.87,4.78,86.08
ECU,Ecuador,PICHINCHA,2016,12,17.2,4.34,4.02,87.13
ECU,Ecuador,PICHINCHA,2017,1,17.11,3.66,6.58,87.44
ECU,Ecuador,PICHINCHA,2017,2,18.28,5.04,4.72,86.46
ECU,Ecuador,PICHINCHA,2017,3,16.47,5.36,8.07,88.4
ECU,Ecuador,PICHINCHA,2017,4,17.18,5.26,4.6,88.01
ECU,Ecuador,PICHINCHA,2017,5,15.87,3.84,6.34,89.0
ECU,Ecuador,PICHINCHA,2017,6,15.47,3.8,4.64,88.83
ECU,Ecuador,PICHINCHA,2017,7,17.48,2.04,2.35,88.0
ECU,Ecuador,PICHINCHA,2017,8,16.22,1.29,2.4,86.09
ECU,Ecuador,PICHINCHA,2017,9,16.69,0.99,2.2,85.23
ECU,Ecuador,PICHINCHA,2017,10,17.15,5.35,3.24,86.72
ECU,Ecuador,PICHINCHA,2017,11,18.15,5.29,3.47,86.41
ECU,Ecuador,PICHINCHA,2017,12,17.45,4.33,4.5,87.73
ECU,Ecuador,PICHINCHA,2018,1,17.55,4.5,5.14,87.97
ECU,Ecuador,PICHINCHA,2018,2,17.8,5.35,5.58,87.59
ECU,Ecuador,PICHINCHA,2018,3,16.56,5.43,4.86,87.91
ECU,Ecuador,PICHINCHA,2018,4,16.17,5.41,5.25,88.76
ECU,Ecuador,PICHINCHA,2018,5,17.01,4.86,4.8,88.98
ECU,Ecuador,PICHINCHA,2018,6,15.58,3.14,2.43,88.68
ECU,Ecuador,PICHINCHA,2018,7,15.85,2.95,2.4,87.83
ECU,Ecuador,PICHINCHA,2018,8,15.67,2.53,2.16,86.47
ECU,Ecuador,PICHINCHA,2018,9,17.59,1.97,1.88,84.74
ECU,Ecuador,PICHINCHA,2018,10,18.01,4.67,3.32,85.84
ECU,Ecuador,PICHINCHA,2018,11,17.65,5.56,6.11,88.11
ECU,Ecuador,PICHINCHA,2018,12,17.46,2.58,2.4,86.9
ECU,Ecuador,PICHINCHA,2019,1,17.84,4.24,3.57,87.02
ECU,Ecuador,PICHINCHA,2019,2,17.74,5.7,3.95,88.07
ECU,Ecuador,PICHINCHA,2019,3,17.56,5.61,3.74,87.27
ECU,Ecuador,PICHINCHA,2019,4,17.94,4.88,5.62,87.85
ECU,Ecuador,PICHINCHA,2019,5,16.67,3.23,4.37,88.04
ECU,Ecuador,PICHINCHA,2019,6,16.06,3.03,4.26,89.09
ECU,Ecuador,PICHINCHA,2019,7,15.64,1.84,2.65,87.94
ECU,Ecuador,PICHINCHA,2019,8,15.38,1.74,1.26,86.86
ECU,Ecuador,PICHINCHA,2019,9,16.68,2.39,1.93,84.95
ECU,Ecuador,PICHINCHA,2019,10,16.88,3.58,4.8,86.43
ECU,Ecuador,PICHINCHA,2019,11,17.71,4.64,6.69,88.25
ECU,Ecuador,PICHINCHA,2019,12,16.82,5.5,4.63,88.65
ECU,Ecuador,PICHINCHA,2020,1,18.3,2.51,2.8,87.26
ECU,Ecuador,PICHINCHA,2020,2,18.19,3.95,3.6,86.39
ECU,Ecuador,PICHINCHA,2020,3,17.62,5.82,2.68,87.78
ECU,Ecuador,PICHINCHA,2020,4,17.68,4.75,4.19,87.87
ECU,Ecuador,PICHINCHA,2020,5,17.66,4.88,4.88,88.75
ECU,Ecuador,PICHINCHA,2020,6,15.96,3.86,2.89,88.07
ECU,Ecuador,PICHINCHA,2020,7,15.39,2.0,2.51,87.44
ECU,Ecuador,PICHINCHA,2020,8,17.16,2.02,1.53,84.75
ECU,Ecuador,PICHINCHA,2020,9,17.96,3.42,1.04,84.47
ECU,Ecuador,PICHINCHA,2020,10,17.94,3.8,2.69,83.64
ECU,Ecuador,PICHINCHA,2020,11,19.43,3.34,3.65,83.82
ECU,Ecuador,PICHINCHA,2020,12,17.26,5.05,5.16,87.22
ECU,Ecuador,PICHINCHA,2021,1,16.88,2.63,7.0,87.97
ECU,Ecuador,PICHINCHA,2021,2,17.5,5.34,5.02,88.5
ECU,Ecuador,PICHINCHA,2021,3,16.58,5.09,6.71,88.42
ECU,Ecuador,PICHINCHA,2021,4,16.75,5.19,5.95,89.59
ECU,Ecuador,PICHINCHA,2021,5,16.98,4.5,4.87,89.27
ECU,Ecuador,PICHINCHA,2021,6,15.51,2.92,6.68,89.22
ECU,Ecuador,PICHINCHA,2021,7,15.15,1.06,1.0,88.63
ECU,Ecuador,PICHINCHA,2021,8,16.64,2.03,1.29,86.55
ECU,Ecuador,PICHINCHA,2021,9,16.22,1.87,1.57,85.07
ECU,Ecuador,PICHINCHA,2021,10,18.04,4.46,5.6,86.66
ECU,Ecuador,PICHINCHA,2021,11,17.94,4.76,5.49,87.85
ECU,Ecuador,PICHINCHA,2021,12,17.55,5.01,5.18,88.93
ECU,Ecuador,PICHINCHA,2022,1,16.86,3.17,3.09,87.25
ECU,Ecuador,PICHINCHA,2022,2,16.73,4.19,4.72,88.26
ECU,Ecuador,PICHINCHA,2022,3,17.16,6.15,8.83,89.22
ECU,Ecuador,PICHINCHA,2022,4,16.61,3.69,6.57,89.42
ECU,Ecuador,PICHINCHA,2022,5,16.47,3.79,4.82,89.69
ECU,Ecuador,PICHINCHA,2022,6,15.22,2.35,4.84,89.5
ECU,Ecuador,PICHINCHA,2022,7,15.26,3.48,3.83,89.02
ECU,Ecuador,PICHINCHA,2022,8,16.82,1.41,1.79,86.81
ECU,Ecuador,PICHINCHA,2022,9,17.33,1.64,2.26,83.05
ECU,Ecuador,PICHINCHA,2022,10,18.14,3.49,6.02,86.93
ECU,Ecuador,PICHINCHA,2022,11,18.23,5.19,3.74,86.67
ECU,Ecuador,PICHINCHA,2022,12,18.01,3.67,3.06,86.31
ECU,Ecuador,SUCUMBIOS,2010,1,31.15,21.39,2.85,88.02
ECU,Ecuador,SUCUMBIOS,2010,2,31.53,22.39,7.66,90.0
ECU,Ecuador,SUCUMBIOS,2010,3,30.66,21.5,4.51,90.78
ECU,Ecuador,SUCUMBIOS,2010,4,29.85,21.5,7.11,91.59
ECU,Ecuador,SUCUMBIOS,2010,5,29.86,20.55,4.24,90.96
ECU,Ecuador,SUCUMBIOS,2010,6,28.78,20.32,1.97,89.44
ECU,Ecuador,SUCUMBIOS,2010,7,30.68,20.51,2.36,87.62
ECU,Ecuador,SUCUMBIOS,2010,8,33.99,19.94,1.5,78.07
ECU,Ecuador,SUCUMBIOS,2010,9,33.81,20.41,4.17,81.44
ECU,Ecuador,SUCUMBIOS,2010,10,32.46,20.53,5.99,86.46
ECU,Ecuador,SUCUMBIOS,2010,11,30.08,21.18,8.75,92.92
ECU,Ecuador,SUCUMBIOS,2010,12,28.57,21.01,8.69,92.82
ECU,Ecuador,SUCUMBIOS,2011,1,29.76,21.13,5.89,90.19
ECU,Ecuador,SUCUMBIOS,2011,2,29.24,20.88,8.21,91.13
ECU,Ecuador,SUCUMBIOS,2011,3,29.09,21.36,7.89,91.82
ECU,Ecuador,SUCUMBIOS,2011,4,29.44,20.61,15.37,92.78
ECU,Ecuador,SUCUMBIOS,2011,5,28.98,20.58,8.36,92.97
ECU,Ecuador,SUCUMBIOS,2011,6,28.67,19.68,8.49,92.69
ECU,Ecuador,SUCUMBIOS,2011,7,28.06,20.02,8.92,92.0
ECU,Ecuador,SUCUMBIOS,2011,8,29.03,20.22,6.24,89.31
ECU,Ecuador,SUCUMBIOS,2011,9,29.44,20.1,4.83,89.45
ECU,Ecuador,SUCUMBIOS,2011,10,29.38,20.43,5.0,91.74
ECU,Ecuador,SUCUMBIOS,2011,11,29.33,20.05,10.06,92.8
ECU,Ecuador,SUCUMBIOS,2011,12,29.04,21.23,9.86,91.33
ECU,Ecuador,SUCUMBIOS,2012,1,29.74,20.16,7.22,91.05
ECU,Ecuador,SUCUMBIOS,2012,2,29.27,20.72,8.35,91.08
ECU,Ecuador,SUCUMBIOS,2012,3,30.24,20.4,13.53,91.55
ECU,Ecuador,SUCUMBIOS,2012,4,29.67,21.24,9.17,92.18
ECU,Ecuador,SUCUMBIOS,2012,5,28.81,19.6,7.57,92.14
ECU,Ecuador,SUCUMBIOS,2012,6,28.8,19.15,7.05,91.79
ECU,Ecuador,SUCUMBIOS,2012,7,28.69,19.16,8.94,91.54
ECU,Ecuador,SUCUMBIOS,2012,8,29.17,19.9,5.01,88.64
ECU,Ecuador,SUCUMBIOS,2012,9,29.07,19.39,4.84,88.35
ECU,Ecuador,SUCUMBIOS,2012,10,29.59,20.78,5.26,91.36
ECU,Ecuador,SUCUMBIOS,2012,11,29.79,20.53,6.37,92.32
ECU,Ecuador,SUCUMBIOS,2012,12,29.34,20.51,8.68,92.84
ECU,Ecuador,SUCUMBIOS,2013,1,30.8,21.48,4.2,89.3
ECU,Ecuador,SUCUMBIOS,2013,2,30.24,21.33,7.75,91.75
ECU,Ecuador,SUCUMBIOS,2013,3,30.49,21.41,7.7,91.29
ECU,Ecuador,SUCUMBIOS,2013,4,29.5,19.09,8.53,92.08
ECU,Ecuador,SUCUMBIOS,2013,5,29.26,20.95,12.41,92.54
ECU,Ecuador,SUCUMBIOS,2013,6,29.26,20.14,9.91,91.56
ECU,Ecuador,SUCUMBIOS,2013,7,28.07,19.2,7.83,91.51
ECU,Ecuador,SUCUMBIOS,2013,8,28.5,19.54,7.31,90.29
ECU,Ecuador,SUCUMBIOS,2013,9,29.34,19.05,7.61,88.77
ECU,Ecuador,SUCUMBIOS,2013,10,29.09,20.92,4.67,90.24
ECU,Ecuador,SUCUMBIOS,2013,11,28.89,21.29,7.62,92.89
ECU,Ecuador,SUCUMBIOS,2013,12,29.79,20.84,4.97,90.77
ECU,Ecuador,SUCUMBIOS,2014,1,30.18,21.57,4.36,90.14
ECU,Ecuador,SUCUMBIOS,2014,2,30.12,21.31,5.25,91.81
ECU,Ecuador,SUCUMBIOS,2014,3,29.66,21.59,4.08,91.21
ECU,Ecuador,SUCUMBIOS,2014,4,29.71,21.64,1.55,89.25
ECU,Ecuador,SUCUMBIOS,2014,5,29.95,20.92,5.86,91.35
ECU,Ecuador,SUCUMBIOS,2014,6,29.05,19.67,8.81,92.41
ECU,Ecuador,SUCUMBIOS,2014,7,28.41,19.63,5.3,90.64
ECU,Ecuador,SUCUMBIOS,2014,8,28.61,19.41,4.69,88.44
ECU,Ecuador,SUCUMBIOS,2014,9,29.33,19.77,4.84,90.27
ECU,Ecuador,SUCUMBIOS,2014,10,29.2,20.79,7.65,91.08
ECU,Ecuador,SUCUMBIOS,2014,11,29.15,21.09,8.63,92.76
ECU,Ecuador,SUCUMBIOS,2014,12,29.69,21.18,7.1,91.21
ECU,Ecuador,SUCUMBIOS,2015,1,29.84,20.92,8.45,90.17
ECU,Ecuador,SUCUMBIOS,2015,2,29.98,20.81,9.19,91.59
ECU,Ecuador,SUCUMBIOS,2015,3,30.2,21.57,9.37,91.69
ECU,Ecuador,SUCUMBIOS,2015,4,29.62,21.11,10.98,91.77
ECU,Ecuador,SUCUMBIOS,2015,5,28.98,21.04,7.87,92.21
ECU,Ecuador,SUCUMBIOS,2015,6,28.47,20.11,9.34,91.67
ECU,Ecuador,SUCUMBIOS,2015,7,28.55,20.18,7.53,90.76
ECU,Ecuador,SUCUMBIOS,2015,8,29.36,20.62,5.64,89.33
